Time,ROI,Whole Cell,Background
0,947.348,919.935,64.2346
0.249,880.363,838.667,68.0351
0.499,843.002,866.295,68.349
0.749,829.302,799.811,69.7462
0.999,886.047,813.506,68.7793
1.249,836.227,765.852,67.3394
1.499,835.529,766.776,64.7942
1.749,806.472,771.045,68.1567
1.999,776.255,748.531,71.1962
2.249,781.633,762.643,64.1466
2.499,796.436,746.297,63.4034
2.749,763.744,755.052,67.4
2.999,756.731,766.586,69.0437
3.249,767.629,734.007,63.3236
3.499,793.796,746.862,66.4168
3.749,763.162,771.043,72.0159
3.999,736.082,728.222,67.4178
4.249,801.545,711.137,69.5327
4.499,797.694,728.139,67.9524
4.749,778.862,757.955,70.0841
5.008,287.922,765.966,64.6053
5.229,228.081,684.792,64.2966
5.45,207.965,620.569,66.301
5.671,190.152,593.901,59.2067
5.892,185.214,569.662,63.6332
6.147,420.701,550.814,53.0673
6.396,489.508,565.07,63.2822
6.646,521.924,621.366,57.4611
6.896,541.546,596.116,64.9236
7.146,565.405,623.601,66.1062
7.396,635.981,610.84,54.212
7.647,608.878,625.824,71.4947
7.897,635.867,634.711,59.9418
8.147,602.46,644.685,59.2755
8.397,642.282,630.528,62.8212
8.647,602.809,597.273,62.3812
8.897,622.6,606.233,57.1577
9.147,607.967,653.042,59.8947
9.397,633.4,616.924,59.9548
9.647,645.859,650.726,57.1519
9.897,608.092,612.497,62.0255
10.147,632.708,675.679,61.4913
10.397,639.196,640.126,68.6428
10.647,643.5,642.549,71.3409
10.897,644.54,663.833,54.4981
11.147,629.925,656.352,66.1438
11.397,646.866,648.557,61.1019
11.647,656.434,670.245,59.1784
11.897,647.238,671.657,67.3125
12.147,621.483,665.669,65.4938
12.397,642.092,656.762,60.3745
12.646,631.472,640.104,63.7423
12.896,657.648,645.623,62.4788
13.146,606.717,660.19,55.9495
13.396,692.033,642.321,65.0332
13.646,619.585,623.682,59.0577
13.896,668.972,644.185,60.3404
14.146,618.228,610.302,64.8976
14.396,630.356,643.144,56.813
14.646,645.899,626.786,60.3476
14.896,622.692,620.417,66.7721
15.146,680.844,622.651,58.576
15.396,664.35,624.662,62.0543
15.646,690.146,603.606,60.337
15.896,652.242,603.139,58.2543
16.147,612.164,613.733,61.899
16.397,619.049,599.423,65.4995
16.647,617.862,616.981,61.6505
16.897,671.81,601.619,56.5529
17.147,627.63,591.872,55.6909
17.397,661.537,650.576,61.7837
17.647,666.248,614.231,63.0447
17.897,649.546,621.035,64.1678
18.147,664.352,623.079,61.3793
18.397,649.166,612.777,64.3413
18.647,640.648,655.229,54.638
18.897,643.708,618.912,58.7361
19.147,626.814,595.637,66.1822
19.397,674.826,646.248,60.6731
19.647,667.341,631.528,58.3913
19.897,659.88,616.218,63.3962
20.147,638.791,607.055,63.4394
20.397,663.783,629.982,59.9053
20.647,635.38,603.779,61.1447
20.897,660.82,595.933,58.8793
21.147,645.914,590.872,65.588
21.397,629.332,634.227,58.325
21.647,663.221,629.356,56.5428
21.897,649.353,616.527,61.3577
22.147,636.161,644.747,60.7221
22.397,624.475,625.246,58.9264
22.647,618.33,615.555,63.1106
22.897,662.851,590.235,59.0375
23.147,631.717,601.079,61.5514
23.397,644.112,589.282,54.3317
23.647,642.703,596.996,59.1668
23.897,603.799,606.25,56.4514
24.147,636.788,575.477,62.7404
24.397,635.331,594.757,62.7005
24.647,645.418,572.086,60.7779
24.897,622.405,622.453,59.5418
25.148,659.801,610.181,60.6212
25.398,644.557,613.282,61.8534
25.648,642.432,607.885,60.913
25.898,619.638,598.764,50.188
26.148,642.967,580.71,59.5356
26.398,626.24,590.703,57.1909
26.648,636.127,596.91,64.2923
26.898,650.394,584.109,64.3106
27.148,672.65,585.728,58.0212
27.398,616.593,606.95,56.4476
27.648,635.289,604.402,57.0298
27.898,605.547,580.244,58.9587
28.148,641.069,562.045,59.2966
28.398,633.976,576.769,54.6437
28.648,604.592,578.311,62.8702
28.898,625.361,580.195,57.9298
29.148,595.724,604.361,55.6139
29.398,599.802,577.825,61.2462
29.648,602.556,554.067,58.9654
29.898,602.974,580.526,59.3909
30.147,622.972,581.507,67.1481
30.397,584.628,583.15,63.5519
30.647,618.004,601.67,61.2466
30.897,563.161,574.006,57.1793
