Frame,Mean
0,54.6783
1,54.8521
2,54.1712
3,54.8857
4,54.7638
5,54.5700
6,55.0273
7,54.2483
8,54.0829
9,53.6002
10,52.6758
11,51.2028
12,51.4397
13,50.8424
14,50.2834
15,49.4637
16,48.5724
17,47.4040
18,47.5847
19,46.9116
20,46.4216
21,46.6062
22,46.2160
23,46.2199
24,46.1181
25,44.9572
26,44.3354
27,44.2079
28,43.0034
29,42.2946
30,42.7783
31,42.2367
32,41.8459
33,41.9721
34,41.3010
35,41.9125
36,40.8480
37,40.5435
38,40.6001
39,40.1126
40,39.7274
41,39.7318
42,39.5492
43,39.4098
44,39.5855
45,39.1322
46,38.4971
47,38.5030
48,38.8784
49,38.4055
50,38.5899
51,39.3046
52,39.0560
53,38.8970
54,39.1472
55,38.4598
56,38.2844
57,38.3285
58,38.3552
59,37.4009
60,37.4499
61,37.5710
62,37.6969
63,37.7127
64,37.3649
65,37.7734
66,36.9217
67,36.2844
68,35.6590
69,35.8322
70,35.1042
71,34.8076
72,35.4394
73,34.8522
74,35.1342
75,35.2664
76,35.1372
77,34.6098
78,34.6831
79,35.2229
80,34.9769
81,34.6810
82,34.6054
83,34.4363
84,34.8618
85,34.3617
86,33.6367
87,33.4271
88,34.3153
89,33.5685
90,34.0798
91,33.9999
92,34.1763
93,33.9391
94,33.3847
95,33.7688
96,33.5934
97,33.5199
98,33.3662
99,33.6352
100,33.6883
101,33.5589
102,32.9289
103,33.2138
104,33.4224
105,33.7181
106,33.2570
107,33.9303
108,33.0448
109,33.1019
110,33.1837
111,33.0075
112,32.6774
113,32.1778
114,33.0608
115,32.7811
116,32.5190
117,32.6289
118,31.9018
119,32.4181
120,31.6143
121,31.5231
122,31.5878
123,31.6562
124,30.9468
125,30.7808
126,30.8886
127,31.1628
128,30.7212
129,31.4896
130,31.0945
131,31.5381
132,30.8484
133,30.7956
134,31.0021
135,30.0423
136,30.1536
137,30.8714
138,30.6876
139,30.6434
140,31.0514
141,30.9860
142,30.7038
143,32.0043
144,31.5983
145,30.7000
146,31.1604
147,31.3863
148,30.8858
149,31.1828
150,31.1517
151,30.9890
152,31.1796
153,31.0681
154,31.1375
155,31.1808
156,31.1476
157,31.0876
158,30.4120
159,31.4357
160,31.1896
161,31.4405
162,30.7884
163,30.7406
164,30.3172
165,30.8144
166,30.2547
167,30.5021
168,29.9841
169,29.7605
170,29.4398
171,29.2822
172,28.6725
173,29.0832
174,29.1091
175,29.7674
176,29.4065
177,29.3472
178,29.0479
179,29.1580
180,29.0243
181,28.8197
182,29.0395
183,28.6271
184,28.8966
185,28.7720
186,28.7294
187,28.2226
188,28.4370
189,28.4863
190,28.5737
191,29.2646
192,29.1664
193,28.9898
194,29.0342
195,28.8499
196,28.5910
197,28.5151
198,28.2370
199,28.8018
200,29.2406
201,29.2301
202,28.9633
203,29.6245
204,29.7095
205,29.2514
206,29.1520
207,29.0509
208,28.8434
209,29.0138
210,29.1138
211,28.8048
212,28.6936
213,28.8605
214,28.8851
215,28.5903
216,28.6031
217,28.1303
218,28.5468
219,28.7177
220,28.2927
221,28.6070
222,28.7697
223,28.2985
224,28.2500
225,28.2311
226,28.7757
227,28.7158
228,28.5056
229,28.8640
230,28.2938
231,28.5076
232,28.5919
233,28.5996
234,28.3718
235,28.3049
236,28.3863
237,28.9340
238,28.1024
239,28.7588
240,28.8284
241,28.6195
242,29.1280
243,28.5254
244,28.1229
245,28.5483
246,28.0264
247,28.1308
248,28.4830
249,28.4202
250,28.3554
251,28.4247
252,27.8159
253,27.3795
254,27.6968
255,27.6920
256,27.7508
257,28.0715
258,27.7708
259,28.8309
260,28.4606
261,28.4030
262,28.6315
263,28.1513
264,27.6828
265,28.4872
266,28.4348
267,27.9815
268,27.8735
269,28.1915
270,28.0975
271,27.6283
272,28.2856
273,28.3123
274,27.8358
275,28.1287
276,28.2590
277,27.9475
278,27.6289
279,27.9572
280,28.2319
281,28.0099
282,27.8981
283,27.5861
284,28.0378
285,27.9606
286,27.5770
287,28.0815
288,27.7810
289,27.3923
290,27.2342
291,27.8778
