[sec],Mean
0,32.0973
1,32.5811
2,32.5315
3,32.8048
4,32.2532
5,32.6218
6,32.8255
7,32.6245
8,31.9955
9,31.9195
10,31.8426
11,31.2313
12,30.6120
13,30.8326
14,30.4296
15,29.4408
16,29.0547
17,28.6613
18,28.7486
19,28.3125
20,27.7491
21,27.8435
22,27.0437
23,26.7805
24,26.4016
25,25.9806
26,25.0635
27,25.2709
28,25.1780
29,25.2062
30,24.4725
31,24.7464
32,24.1149
33,23.6824
34,23.3545
35,22.9226
36,22.7919
37,22.6553
38,22.2274
39,21.8789
40,22.3404
41,21.7060
42,21.4471
43,21.2113
44,20.4994
45,20.7004
46,20.6663
47,20.4546
48,20.2644
49,20.4383
50,20.3540
51,20.2314
52,20.0307
53,19.6224
54,19.3216
55,19.3216
56,19.0446
57,18.9320
58,18.8151
59,18.5323
60,18.5501
61,18.4637
62,18.2582
63,18.4992
64,18.3654
65,18.3513
66,18.4879
67,18.1421
68,18.3105
69,18.1438
70,18.1161
71,17.7993
72,18.2101
73,17.7222
74,17.7512
75,17.8468
76,17.8916
77,17.8885
78,18.0031
79,17.5181
80,17.4902
81,17.5028
82,16.9892
83,17.3237
84,17.2677
85,17.0343
86,16.7253
87,17.1284
88,16.9776
89,16.8794
90,16.7488
91,16.9290
92,16.6973
93,16.6769
94,16.6111
95,16.7096
96,16.5694
97,16.7708
98,16.5677
99,16.7210
100,16.6035
101,16.6557
102,16.3435
103,16.7017
104,16.5565
105,16.2099
106,16.6412
107,16.6102
108,16.3732
109,16.1876
110,16.4078
111,16.3924
112,16.2678
113,16.4897
114,16.1766
115,16.4044
116,16.2501
117,16.3298
118,16.3621
119,16.2525
120,16.5181
121,16.7292
122,16.4626
123,16.2729
124,16.0646
125,16.3824
126,16.5560
127,16.1393
128,16.1321
129,16.4772
130,16.0385
131,16.0261
132,16.4639
133,15.9988
134,16.0759
135,16.2311
136,16.1571
137,16.0373
138,16.2651
139,16.2981
140,16.0505
141,15.7906
142,16.0330
143,15.6359
144,15.6289
145,15.8322
146,15.9129
147,15.8323
148,15.7671
149,15.4594
150,15.6352
151,15.6810
152,15.5316
153,15.7817
154,15.7980
155,15.7426
156,15.8042
157,16.0003
158,15.7502
159,15.8567
160,15.6512
161,15.5566
162,15.7980
163,15.7789
164,15.8038
165,15.9810
166,16.0199
167,16.0054
168,15.8974
169,15.6943
170,15.8522
171,15.8680
172,15.9412
173,15.8027
174,15.8360
175,15.9004
176,15.8937
177,15.9798
178,15.9717
179,16.2097
180,16.2235
181,16.1706
182,16.5674
183,16.1077
184,16.1512
185,16.1675
186,16.1585
187,16.3788
188,15.6070
189,15.8554
190,16.1893
191,16.2698
192,16.6607
193,16.5168
194,16.3843
195,16.2458
196,16.4354
197,16.2423
198,16.3030
199,16.2499
200,16.3818
201,16.0748
202,16.1271
203,16.0256
204,15.7220
205,15.7553
206,15.9245
207,16.1352
208,15.9142
209,16.2372
210,16.4114
211,16.0723
212,16.0826
213,16.0644
214,16.3082
215,16.2352
216,16.2519
217,16.1056
218,15.9622
219,16.5252
220,16.1747
221,16.0658
222,16.2608
223,16.5392
224,16.4106
225,16.4791
226,16.5918
227,16.1258
228,16.2853
229,16.3852
230,16.5294
231,16.6036
232,16.8014
233,17.0149
234,16.8724
235,16.8162
236,16.4905
237,16.1405
238,16.2877
239,16.1451
240,16.2527
241,16.0469
242,16.2605
243,16.3958
244,16.2473
245,16.3462
246,16.2380
247,16.2423
248,16.3481
249,16.2578
250,13.1191
251,16.0932
252,16.2985
253,16.1881
254,16.0288
255,15.7990
256,15.6487
257,15.4558
258,15.8652
259,15.6209
260,15.7615
261,15.8846
262,15.9539
263,15.9521
264,15.9648
265,15.7374
266,15.5525
267,15.6267
268,15.3800
269,15.4873
270,15.6252
271,15.6025
272,15.6676
273,15.5825
274,15.9235
275,16.2939
276,15.9962
277,16.1150
278,16.0153
279,15.7812
280,16.1139
281,15.9047
282,16.0137
283,15.9148
284,15.8242
285,15.8036
286,15.6658
287,16.2890
288,16.1871
289,16.0196
290,16.0288
291,16.3140
292,16.0933
293,16.1214
294,16.0596
295,16.2291
296,16.4603
297,16.3450
298,16.5195
299,16.2518
300,16.5005
