Frame,Mean
0,967.583
1,948.583
2,975.500
3,959.625
4,927.458
5,909.917
6,934.667
7,893.292
8,919.000
9,865.458
10,863.833
11,880.125
12,900.750
13,874.500
14,917.083
15,898.208
16,900.542
17,977.917
18,956.833
19,942.875
20,968.750
21,979.750
22,987.542
23,1001.417
24,1000.333
25,989.250
26,1005.625
27,1025.750
28,1020.708
29,1044.833
30,1033.708
31,1068.083
32,1048.208
33,1075.292
34,1076.458
35,1096.167
36,1097.458
37,1100.833
38,1097.583
39,1121.750
40,1102.417
41,1109.000
42,1137.125
43,1153.583
44,1148.000
45,1151.500
46,1155.417
47,1156.667
48,1181.833
49,1195.125
50,1162.042
51,1178.083
52,1173.125
53,1239.292
54,1205.500
55,1207.917
56,1226.917
57,1237.000
58,1224.667
59,1244.417
60,1241.875
61,1220.167
62,1256.875
63,1252.125
64,1241.125
65,1294.792
66,1273.958
67,1260.292
68,1287.833
69,1272.542
70,1280.250
71,1282.083
72,1291.875
73,1328.792
74,1302.292
75,1306.125
76,1309.167
77,1314.625
78,1327.792
79,1346.375
80,1344.917
81,1323.583
82,1346.000
83,1320.542
84,1323.458
85,1318.125
86,1362.042
87,1340.000
88,1350.333
89,1370.958
90,1369.833
91,1370.833
92,1386.000
93,1363.583
94,1370.167
95,1378.792
96,1386.792
97,1382.750
98,1385.333
99,1407.708
100,1414.375
101,1387.667
102,1410.458
103,1412.250
104,1406.667
105,1416.000
106,1433.833
107,1449.000
108,1435.792
109,1429.958
110,1414.125
111,1425.875
112,1392.667
113,1425.458
114,1418.958
115,1429.792
116,1432.250
117,1438.083
118,1449.583
119,1442.708
120,1434.583
121,1424.333
122,1449.250
123,1450.375
124,1468.667
125,1478.042
126,1448.625
127,1469.917
128,1452.208
129,1487.167
130,1455.750
131,1469.792
132,1482.917
133,1461.458
134,1493.542
135,1506.667
136,1488.750
137,1505.167
138,1486.833
139,1489.750
140,1482.083
141,1492.000
142,1467.458
143,1495.500
144,1482.125
145,1499.708
146,1512.708
147,1562.500
148,1521.708
149,1546.125
150,1538.417
151,1551.625
152,1551.125
153,1568.792
154,1525.083
155,1549.000
156,1540.542
157,1532.625
158,1544.750
159,1554.542
160,1541.958
161,1565.625
162,1584.583
163,1543.542
164,1580.333
165,1548.667
166,1549.875
167,1564.917
168,1554.250
169,1605.208
170,1569.750
171,1555.917
172,1532.583
173,1574.250
174,1557.875
175,1571.417
176,1562.458
177,1587.583
178,1585.500
179,1614.458
180,1595.625
181,1587.333
182,1571.833
183,1599.625
184,1560.042
185,1595.917
186,1632.375
187,1572.875
188,1577.542
189,1583.042
190,1617.625
191,1610.875
192,1589.458
193,1593.625
194,1624.500
195,1623.292
196,1609.917
197,1594.500
198,1579.125
199,1589.250
200,1610.125
201,1581.458
202,1574.042
203,1614.208
204,1602.083
205,1578.667
206,1616.708
207,1601.667
208,1601.000
209,1629.375
210,1590.458
211,1582.083
212,1607.375
213,1616.542
214,1592.375
215,1601.500
216,1636.708
217,1626.208
218,1601.875
219,1637.042
220,1628.625
221,1611.417
222,1595.083
223,1618.292
224,1616.125
225,1617.833
226,1604.958
227,1619.458
228,1630.875
229,1613.792
230,1655.333
231,1630.917
232,1607.583
233,1658.750
234,1621.583
235,1603.167
236,1632.667
237,1640.625
238,1625.750
239,1639.625
240,1610.833
241,1639.667
242,1626.792
243,1608.917
244,1621.500
245,1632.292
246,1643.083
247,1616.542
248,1641.542
249,1649.792
250,1621.083
251,1626.750
252,1652.042
253,1650.792
254,1647.083
255,1638.917
256,1648.792
257,1630.542
258,1612.333
259,1637.542
260,1634.875
261,1628.583
262,1620.500
263,1647.458
264,1650.333
265,1647.250
266,1638.667
267,1667.458
268,1657.000
269,1628.542
270,1632.833
271,1647.042
272,1636.250
273,1660.042
274,1633.083
275,1632.500
276,1661.542
277,1626.625
278,1641.083
279,1648.667
280,1639.167
281,1640.292
282,1642.667
283,1635.750
284,1638.083
285,1675.167
286,1640.833
287,1663.458
288,1645.208
289,1677.375
290,1637.833
291,1674.625
