Frame,Mean
0,343.952
1,344.027
2,344.793
3,349.478
4,345.062
5,339.087
6,341.103
7,342.550
8,341.997
9,344.756
10,346.603
11,349.853
12,350.928
13,355.268
14,358.019
15,364.912
16,365.024
17,375.611
18,371.163
19,374.391
20,387.583
21,387.978
22,387.803
23,394.287
24,397.737
25,393.484
26,400.426
27,401.952
28,404.636
29,410.285
30,412.811
31,418.353
32,418.279
33,424.574
34,425.006
35,427.204
36,427.854
37,429.213
38,428.478
39,434.476
40,433.878
41,438.676
42,439.423
43,440.212
44,447.091
45,442.030
46,444.546
47,448.923
48,445.248
49,448.752
50,457.641
51,455.780
52,457.657
53,461.729
54,459.497
55,461.372
56,467.627
57,465.264
58,464.559
59,468.905
60,474.146
61,466.316
62,473.361
63,474.683
64,480.324
65,475.724
66,473.643
67,481.606
68,489.139
69,485.976
70,484.340
71,488.258
72,483.356
73,483.853
74,488.702
75,488.869
76,489.981
77,493.324
78,490.623
79,492.936
80,491.502
81,489.902
82,488.676
83,493.332
84,489.474
85,493.803
86,489.362
87,495.050
88,497.954
89,495.958
90,497.982
91,496.139
92,502.159
93,494.220
94,493.176
95,495.258
96,491.543
97,495.388
98,495.372
99,497.455
100,492.317
101,497.431
102,491.266
103,493.210
104,496.381
105,497.756
106,514.995
107,515.274
108,505.609
109,507.494
110,512.240
111,510.824
112,505.151
113,513.055
114,510.673
115,512.274
116,516.894
117,512.518
118,520.478
119,528.809
120,523.163
121,524.681
122,522.822
123,519.141
124,517.051
125,524.085
126,522.585
127,519.055
128,517.716
129,522.101
130,519.391
131,525.189
132,523.122
133,520.393
134,532.162
135,528.694
136,534.800
137,533.019
138,531.506
139,532.732
140,535.026
141,529.417
142,525.654
143,530.027
144,528.354
145,523.920
146,525.484
147,522.527
148,520.758
149,528.260
150,532.793
151,526.056
152,537.633
153,528.207
154,531.080
155,533.343
156,533.930
157,535.889
158,535.593
159,530.992
160,529.764
161,539.590
162,529.396
163,532.171
164,532.739
165,529.272
166,527.760
167,525.285
168,527.635
169,524.853
170,529.511
171,531.067
172,525.404
173,524.183
174,523.551
175,529.928
176,530.744
177,529.224
178,526.018
179,526.192
180,526.904
181,526.069
182,526.987
183,527.131
184,532.309
185,532.447
186,523.718
187,535.707
188,529.776
189,525.774
190,527.345
191,531.627
192,532.415
193,531.003
194,529.838
195,524.779
196,530.032
197,533.534
198,523.647
199,523.715
200,526.712
201,527.162
202,523.886
203,531.484
204,524.562
205,527.279
206,533.184
207,530.615
208,524.995
209,531.707
210,528.167
211,533.373
212,531.654
213,527.659
214,530.428
215,533.939
216,535.699
217,537.617
218,535.518
219,530.724
220,532.290
221,537.639
222,532.364
223,530.853
224,532.622
225,531.566
226,538.205
227,531.654
228,529.497
229,540.048
230,539.231
231,532.575
232,536.136
233,540.829
234,538.849
235,527.942
236,534.019
237,536.447
238,530.623
239,537.176
240,535.226
241,540.955
242,529.607
243,526.409
244,532.280
245,529.043
246,532.513
247,531.519
248,532.194
249,532.790
250,526.127
251,530.952
252,532.030
253,526.939
254,534.008
255,538.793
256,528.290
257,532.240
258,536.317
259,535.293
260,529.495
261,535.667
262,531.955
263,533.982
264,535.401
265,530.774
266,532.170
267,528.332
268,525.688
269,523.753
270,527.141
271,524.936
272,526.157
273,521.795
274,521.157
275,521.670
276,524.756
277,522.309
278,520.615
279,519.320
280,520.316
281,528.420
282,518.099
283,517.333
284,511.574
285,509.460
286,505.264
287,510.518
288,512.468
289,510.343
290,511.776
291,509.502
