Frame,Mean
0,22.9600
1,23.0629
2,23.0112
3,23.2027
4,23.3732
5,23.2596
6,23.5890
7,23.3221
8,23.0229
9,22.8049
10,22.3718
11,21.9045
12,21.8410
13,21.9007
14,22.0697
15,21.1538
16,20.3295
17,20.4308
18,20.5943
19,20.3588
20,20.2846
21,20.2919
22,20.0552
23,20.3756
24,19.6642
25,19.8326
26,19.4937
27,19.5772
28,19.6193
29,19.9976
30,19.4397
31,19.3065
32,19.1745
33,18.9569
34,18.6911
35,18.8751
36,18.6989
37,18.7125
38,18.2976
39,18.4192
40,18.4084
41,18.7864
42,18.8612
43,18.2298
44,18.3339
45,18.2879
46,18.2809
47,18.2566
48,17.8971
49,17.7264
50,17.7299
51,17.8155
52,17.5337
53,17.4397
54,17.3894
55,17.0377
56,17.5677
57,17.0716
58,17.1641
59,16.6809
60,16.6173
61,16.8746
62,16.4618
63,16.3758
64,16.4758
65,16.1742
66,16.1951
67,16.1488
68,16.0652
69,16.1568
70,16.0889
71,15.8959
72,15.6629
73,15.8412
74,15.9376
75,16.1508
76,16.0332
77,15.7254
78,16.0351
79,15.3154
80,15.6463
81,15.5701
82,15.5520
83,15.3132
84,15.2132
85,15.5876
86,15.5856
87,15.4477
88,15.1766
89,14.9328
90,14.9815
91,14.6773
92,14.7062
93,14.6639
94,14.4780
95,14.2384
96,14.2090
97,14.1129
98,14.3864
99,14.2098
100,14.0536
101,14.0713
102,13.9489
103,14.0657
104,13.9938
105,14.1360
106,13.7076
107,13.8811
108,13.9627
109,13.8808
110,13.8187
111,13.7858
112,13.5473
113,13.6554
114,13.2748
115,13.1830
116,13.4851
117,13.3478
118,13.2872
119,13.4541
120,13.4030
121,13.3651
122,13.1265
123,13.4377
124,12.9003
125,12.8793
126,13.1517
127,13.0190
128,12.9090
129,13.2590
130,13.2008
131,12.7966
132,12.5780
133,12.7879
134,12.7236
135,12.9258
136,12.7902
137,13.1985
138,12.6319
139,12.6134
140,12.4833
141,12.5018
142,12.6648
143,12.5674
144,12.6557
145,12.5915
146,12.6836
147,12.6713
148,12.7233
149,12.7765
150,12.6074
151,12.5154
152,12.8009
153,12.7149
154,12.5562
155,12.8930
156,13.1008
157,12.7174
158,12.7570
159,12.7264
160,12.9197
161,12.8620
162,12.7296
163,12.9476
164,12.6973
165,12.5732
166,12.4891
167,12.3219
168,12.7948
169,12.3576
170,12.5731
171,12.4333
172,12.5366
173,12.5300
174,12.5090
175,12.3992
176,12.4729
177,12.7139
178,12.5607
179,12.6387
180,12.6659
181,12.7892
182,12.6721
183,12.4683
184,12.3959
185,12.2894
186,12.5747
187,12.1116
188,12.3958
189,12.4170
190,12.3276
191,12.4520
192,12.0431
193,12.0990
194,12.1114
195,11.7517
196,11.8498
197,11.8669
198,12.0976
199,11.8860
200,11.5959
201,11.9670
202,12.0394
203,11.8114
204,11.9570
205,11.6692
206,12.0772
207,11.6915
208,11.5586
209,11.9332
210,11.6288
211,11.6455
212,11.5600
213,11.7345
214,11.7091
215,11.6386
216,11.8015
217,11.6576
218,11.7734
219,11.5387
220,11.6639
221,11.4486
222,11.5982
223,11.9653
224,11.6058
225,11.6324
226,11.5129
227,11.5922
228,11.5254
229,11.5683
230,11.4864
231,11.4280
232,11.8037
233,11.7348
234,11.6558
235,11.7258
236,11.7699
237,11.5915
238,11.6977
239,11.6218
240,11.5704
241,11.5701
242,11.6248
243,11.6336
244,11.6015
245,11.6183
246,11.5174
247,11.4907
248,11.4028
249,11.4997
250,11.4327
251,11.3375
252,11.4470
253,11.3282
254,11.4581
255,11.5889
256,11.3187
257,11.5462
258,11.1396
259,11.3981
260,11.3067
261,11.8081
262,11.4696
263,11.3923
264,11.4957
265,11.3127
266,11.4807
267,11.3615
268,11.3318
269,11.3965
270,11.2636
271,11.3361
272,11.4193
273,11.1563
274,11.0957
275,11.1404
276,11.2057
277,11.0199
278,11.0497
279,11.2992
280,11.2085
281,11.2196
282,11.4356
283,11.2929
284,11.3142
285,11.3273
286,11.5187
287,11.3466
288,11.5343
289,11.3509
290,11.1779
291,11.2050
