Frame,Mean
0,162.7778
1,161.2889
2,162.1667
3,162.1555
4,161.2222
5,161.9444
6,163.7111
7,163.3000
8,163.7778
9,160.8445
10,162.3333
11,159.1111
12,163.4667
13,165.0444
14,168.8667
15,168.3000
16,167.4889
17,171.0444
18,169.3889
19,174.5000
20,176.0000
21,175.5556
22,177.0556
23,179.3667
24,180.0222
25,177.4333
26,181.3778
27,178.7222
28,185.4778
29,185.2333
30,186.1333
31,183.9000
32,187.3445
33,189.1778
34,187.8556
35,189.8889
36,192.9667
37,188.0889
38,187.8889
39,192.6000
40,195.9556
41,191.5333
42,196.4111
43,193.6444
44,192.2556
45,194.9667
46,200.4444
47,199.0333
48,199.4222
49,198.2111
50,200.9778
51,202.9000
52,195.8333
53,200.9444
54,200.4889
55,201.7000
56,195.0111
57,201.8111
58,200.6555
59,202.1222
60,202.6444
61,202.0889
62,203.5444
63,207.1889
64,204.7333
65,207.0222
66,199.5889
67,204.8111
68,208.4111
69,208.0222
70,208.7667
71,206.6555
72,208.7222
73,205.0444
74,208.7889
75,207.4444
76,205.8222
77,208.0444
78,209.8778
79,210.4667
80,207.8667
81,207.3222
82,206.3889
83,207.7556
84,212.0333
85,208.4444
86,209.0222
87,207.7111
88,211.8111
89,205.9333
90,206.3000
91,209.2556
92,207.9667
93,208.9111
94,206.1222
95,212.1889
96,204.1111
97,208.8556
98,210.7444
99,211.2778
100,209.6444
101,209.3000
102,211.1555
103,213.5222
104,210.8222
105,210.3556
106,214.0222
107,211.2667
108,210.0889
109,210.4556
110,212.8556
111,210.5333
112,208.2111
113,211.6889
114,210.2222
115,214.6667
116,208.1667
117,216.4444
118,211.2111
119,210.8222
120,213.5667
121,208.9778
122,213.8667
123,211.6778
124,211.8222
125,214.7778
126,209.8333
127,214.7222
128,207.5889
129,216.4111
130,213.5889
131,209.8222
132,210.3667
133,213.9444
134,213.2111
135,212.9111
136,213.4778
137,210.3333
138,212.8556
139,215.1444
140,212.5778
141,211.4333
142,209.0111
143,209.2222
144,207.4444
145,213.4111
146,211.8556
147,212.0222
148,215.3889
149,213.0111
150,209.3556
151,216.3445
152,213.3333
153,211.2556
154,213.2778
155,211.1889
156,215.7333
157,218.2444
158,214.3889
159,214.8778
160,219.6333
161,214.7667
162,217.4111
163,216.6889
164,218.1444
165,218.3556
166,218.3111
167,214.7333
168,219.2222
169,215.7222
170,213.9444
171,211.9444
172,213.5111
173,210.5444
174,214.4444
175,216.4000
176,212.8667
177,218.9444
178,217.3667
179,214.2889
180,209.0889
181,217.9222
182,212.8111
183,213.0444
184,219.4667
185,215.5667
186,216.5000
187,218.1111
188,213.5333
189,216.6778
190,214.1667
191,212.2444
192,220.9333
193,216.3000
194,215.2667
195,218.6111
196,215.1889
197,217.5222
198,218.6333
199,214.1000
200,212.2667
201,214.5333
202,216.1222
203,216.9000
204,214.3000
205,209.7333
206,216.1000
207,216.1333
208,211.5667
209,217.4444
210,216.8333
211,211.8445
212,211.8111
213,210.0778
214,216.0111
215,212.4778
216,212.1555
217,215.0667
218,214.3889
219,211.3333
220,214.5333
221,214.0556
222,213.2333
223,215.2222
224,212.2778
225,211.2667
226,215.3000
227,214.2000
228,218.0111
229,218.7667
230,212.6333
231,215.3333
232,211.6222
233,220.1889
234,221.2222
235,219.8000
236,214.3667
237,217.0778
238,221.7889
239,217.2222
240,220.2444
241,213.8889
242,216.6778
243,218.6778
244,216.0333
245,214.5556
246,212.6222
247,218.1778
248,214.4889
249,216.2667
250,212.0889
251,210.9556
252,211.3778
253,213.3667
254,216.0889
255,212.9000
256,213.7111
257,212.8111
258,217.9222
259,218.5222
260,214.5556
261,217.2222
262,213.3889
263,217.3889
264,212.9222
265,213.8111
266,214.7000
267,212.5222
268,211.8889
269,215.4444
270,213.1000
271,216.4778
272,216.3222
273,215.7444
274,212.7778
275,213.7778
276,216.0333
277,216.4000
278,219.3111
279,213.6778
280,216.5556
281,215.7111
282,214.2778
283,216.6111
284,217.6667
285,212.0000
286,214.6444
287,217.5778
288,216.7556
289,214.5778
290,218.0111
291,215.9222
