Frame,Mean
0,768.117
1,753.793
2,759.407
3,766.423
4,766.728
5,750.957
6,756.926
7,756.457
8,752.574
9,754.611
10,753.052
11,755.679
12,770.685
13,770.454
14,776.667
15,777.228
16,780.336
17,794.889
18,794.120
19,809.580
20,834.546
21,842.262
22,836.488
23,856.759
24,856.009
25,857.735
26,871.290
27,869.327
28,861.500
29,870.768
30,882.821
31,878.161
32,887.117
33,906.556
34,897.586
35,915.883
36,925.290
37,923.975
38,932.821
39,949.173
40,949.361
41,937.815
42,952.830
43,949.040
44,951.877
45,974.454
46,960.775
47,965.627
48,961.247
49,970.602
50,975.941
51,973.460
52,969.040
53,981.747
54,984.759
55,979.204
56,994.596
57,988.620
58,987.207
59,1002.617
60,998.938
61,990.333
62,999.386
63,995.654
64,995.648
65,1003.139
66,1003.534
67,1001.411
68,1022.988
69,1021.398
70,1015.867
71,1022.642
72,1018.565
73,1008.401
74,1014.114
75,1028.914
76,1029.411
77,1043.676
78,1055.852
79,1064.377
80,1056.343
81,1077.361
82,1067.201
83,1057.738
84,1059.358
85,1072.043
86,1065.861
87,1040.503
88,1062.302
89,1049.037
90,1058.324
91,1050.497
92,1065.194
93,1063.960
94,1069.512
95,1079.386
96,1080.867
97,1069.765
98,1084.772
99,1084.633
100,1078.722
101,1091.494
102,1091.821
103,1089.290
104,1094.463
105,1088.361
106,1085.253
107,1085.441
108,1084.407
109,1086.327
110,1086.133
111,1078.651
112,1070.929
113,1093.633
114,1090.994
115,1090.589
116,1115.978
117,1102.963
118,1105.074
119,1123.460
120,1108.722
121,1101.216
122,1117.611
123,1108.710
124,1095.790
125,1118.454
126,1114.716
127,1111.006
128,1110.127
129,1112.960
130,1109.756
131,1108.654
132,1111.707
133,1108.679
134,1111.559
135,1106.127
136,1104.926
137,1120.170
138,1108.923
139,1118.537
140,1123.198
141,1115.651
142,1119.648
143,1118.269
144,1119.605
145,1117.315
146,1115.904
147,1114.380
148,1116.827
149,1129.877
150,1118.639
151,1117.321
152,1129.444
153,1123.864
154,1129.978
155,1119.460
156,1128.645
157,1120.019
158,1125.444
159,1135.821
160,1111.475
161,1120.256
162,1126.790
163,1101.367
164,1116.898
165,1107.451
166,1108.231
167,1101.818
168,1112.756
169,1115.302
170,1119.077
171,1110.136
172,1105.716
173,1104.247
174,1098.019
175,1091.028
176,1111.191
177,1096.753
178,1079.926
179,1089.130
180,1089.009
181,1094.472
182,1111.022
183,1092.333
184,1097.790
185,1113.713
186,1099.914
187,1113.346
188,1122.753
189,1113.765
190,1104.287
191,1121.161
192,1116.892
193,1096.762
194,1116.241
195,1098.438
196,1093.935
197,1096.954
198,1092.630
199,1090.642
200,1092.602
201,1085.429
202,1076.836
203,1097.537
204,1108.596
205,1108.778
206,1116.935
207,1090.836
208,1090.364
209,1121.198
210,1101.441
211,1107.911
212,1126.599
213,1119.339
214,1106.892
215,1119.339
216,1111.460
217,1118.735
218,1125.179
219,1130.679
220,1118.867
221,1129.315
222,1099.383
223,1102.957
224,1105.481
225,1091.824
226,1095.034
227,1108.540
228,1089.883
229,1067.497
230,1041.920
231,1052.259
232,1070.398
233,1086.099
234,1073.046
235,1069.247
236,1072.065
237,1072.661
238,1058.691
239,1062.562
240,1067.191
241,1047.824
242,1051.985
243,1061.824
244,1052.830
245,1048.164
246,1041.278
247,1043.744
248,1061.198
249,1053.589
250,1039.799
251,1017.451
252,1032.423
253,1029.512
254,1041.799
255,1027.836
256,1015.321
257,1035.707
258,1034.716
259,1045.821
260,1041.093
261,1055.515
262,1044.904
263,1045.938
264,1040.676
265,1034.691
266,1045.901
267,1042.448
268,1038.775
269,1025.691
270,1029.392
271,1024.593
272,1034.500
273,1039.302
274,1027.219
275,1027.997
276,1028.213
277,1037.969
278,1026.281
279,1035.546
280,1033.944
281,1022.620
282,1024.960
283,1020.861
284,1013.543
285,1018.633
286,992.855
287,1003.065
288,1008.515
289,1013.228
290,1009.633
291,1005.966
