[sec],Mean
NaN,460.200
-Infinity,438.400
-Infinity,387.067
-Infinity,318.400
-Infinity,278.867
-Infinity,277.600
-Infinity,253.267
-Infinity,245.933
-Infinity,244.400
-Infinity,232.533
-Infinity,234.933
-Infinity,222.733
-Infinity,218.867
-Infinity,209.933
-Infinity,226.333
-Infinity,221.800
-Infinity,204.400
-Infinity,211.467
-Infinity,208.333
-Infinity,218.733
-Infinity,211.667
-Infinity,210.333
-Infinity,213.333
-Infinity,198.267
-Infinity,209.600
-Infinity,216.733
-Infinity,211.067
-Infinity,209.933
-Infinity,202.467
-Infinity,212.000
-Infinity,207.067
-Infinity,207.133
-Infinity,206.000
-Infinity,208.067
-Infinity,210.200
-Infinity,205.933
-Infinity,206.667
-Infinity,199.800
-Infinity,202.400
-Infinity,205.200
-Infinity,209.133
-Infinity,197.467
-Infinity,200.133
-Infinity,203.200
-Infinity,207.000
-Infinity,208.600
-Infinity,206.867
-Infinity,204.533
-Infinity,211.533
-Infinity,207.933
-Infinity,202.733
-Infinity,208.800
-Infinity,204.867
-Infinity,188.667
-Infinity,204.067
-Infinity,202.200
-Infinity,205.000
-Infinity,202.533
-Infinity,216.133
-Infinity,198.133
-Infinity,199.933
-Infinity,205.533
-Infinity,193.667
-Infinity,201.600
-Infinity,202.067
-Infinity,207.000
-Infinity,207.733
-Infinity,206.400
-Infinity,199.267
-Infinity,205.333
-Infinity,207.067
-Infinity,201.400
-Infinity,204.200
-Infinity,203.267
-Infinity,209.400
-Infinity,207.400
-Infinity,204.333
-Infinity,197.133
-Infinity,196.933
-Infinity,207.467
-Infinity,202.867
-Infinity,209.400
-Infinity,203.067
-Infinity,197.533
-Infinity,198.600
-Infinity,198.467
-Infinity,194.267
-Infinity,200.600
-Infinity,204.400
-Infinity,201.000
-Infinity,201.400
-Infinity,204.333
-Infinity,199.667
-Infinity,202.933
-Infinity,203.800
-Infinity,197.133
-Infinity,199.800
-Infinity,201.467
-Infinity,197.733
-Infinity,197.733
-Infinity,201.667
-Infinity,197.933
-Infinity,208.200
-Infinity,196.800
-Infinity,195.133
-Infinity,185.733
-Infinity,204.133
-Infinity,196.267
-Infinity,199.533
-Infinity,198.933
-Infinity,192.267
-Infinity,195.933
-Infinity,197.333
-Infinity,197.400
-Infinity,190.267
-Infinity,195.400
-Infinity,202.400
-Infinity,198.333
-Infinity,194.200
-Infinity,191.467
-Infinity,201.267
-Infinity,204.867
-Infinity,192.600
-Infinity,196.000
-Infinity,192.800
-Infinity,201.400
-Infinity,199.533
-Infinity,195.667
-Infinity,196.800
-Infinity,197.267
-Infinity,193.600
-Infinity,194.600
-Infinity,190.467
-Infinity,196.800
-Infinity,196.800
-Infinity,199.733
-Infinity,194.733
-Infinity,197.667
-Infinity,191.600
-Infinity,192.267
-Infinity,194.933
-Infinity,196.733
-Infinity,193.467
-Infinity,188.667
-Infinity,193.200
-Infinity,192.000
-Infinity,188.133
-Infinity,192.333
-Infinity,206.200
-Infinity,192.000
-Infinity,190.400
-Infinity,191.800
-Infinity,189.667
-Infinity,194.067
-Infinity,192.000
-Infinity,195.400
-Infinity,201.533
-Infinity,191.333
-Infinity,201.800
-Infinity,202.000
-Infinity,192.533
-Infinity,202.400
-Infinity,192.800
-Infinity,196.133
-Infinity,186.600
-Infinity,194.533
-Infinity,197.467
-Infinity,194.400
-Infinity,192.333
-Infinity,197.600
-Infinity,195.667
-Infinity,196.267
-Infinity,193.800
-Infinity,195.267
-Infinity,196.200
-Infinity,191.933
-Infinity,193.267
-Infinity,192.867
-Infinity,192.533
-Infinity,194.000
-Infinity,198.733
-Infinity,192.267
-Infinity,196.533
-Infinity,182.333
-Infinity,188.667
-Infinity,193.867
-Infinity,187.667
-Infinity,188.867
-Infinity,191.600
-Infinity,192.000
-Infinity,193.600
-Infinity,198.733
-Infinity,193.267
-Infinity,192.467
-Infinity,189.067
-Infinity,193.200
-Infinity,194.200
-Infinity,196.133
-Infinity,191.733
-Infinity,196.333
-Infinity,204.000
-Infinity,199.667
-Infinity,203.067
-Infinity,189.933
-Infinity,190.733
-Infinity,193.667
-Infinity,199.667
-Infinity,197.200
-Infinity,196.600
-Infinity,194.800
-Infinity,194.733
-Infinity,202.200
-Infinity,189.133
-Infinity,184.933
-Infinity,192.467
-Infinity,200.200
-Infinity,197.067
-Infinity,197.467
-Infinity,193.933
-Infinity,196.933
-Infinity,197.600
-Infinity,198.267
-Infinity,191.667
-Infinity,196.000
-Infinity,197.133
-Infinity,189.800
-Infinity,195.933
-Infinity,193.533
-Infinity,193.200
-Infinity,200.000
-Infinity,191.933
-Infinity,193.533
-Infinity,193.800
-Infinity,189.867
-Infinity,195.933
-Infinity,194.333
-Infinity,203.533
-Infinity,193.867
-Infinity,203.467
-Infinity,196.867
-Infinity,192.533
-Infinity,198.133
-Infinity,189.200
-Infinity,198.467
-Infinity,197.067
-Infinity,203.600
-Infinity,199.800
-Infinity,188.533
-Infinity,201.667
-Infinity,196.667
-Infinity,188.933
-Infinity,192.067
-Infinity,192.667
-Infinity,197.467
-Infinity,206.667
-Infinity,196.867
-Infinity,202.533
-Infinity,200.333
-Infinity,215.200
-Infinity,205.867
-Infinity,207.733
-Infinity,214.000
-Infinity,210.533
-Infinity,204.467
-Infinity,213.600
-Infinity,212.800
-Infinity,206.800
-Infinity,206.933
-Infinity,209.933
-Infinity,200.000
-Infinity,203.000
-Infinity,206.533
-Infinity,202.267
-Infinity,207.267
-Infinity,205.933
-Infinity,215.333
-Infinity,215.000
-Infinity,208.267
-Infinity,209.133
-Infinity,203.333
-Infinity,210.600
-Infinity,213.133
-Infinity,213.067
-Infinity,204.867
-Infinity,205.333
-Infinity,219.867
-Infinity,217.933
-Infinity,211.867
-Infinity,226.600
-Infinity,216.867
-Infinity,215.600
-Infinity,213.267
-Infinity,208.733
-Infinity,224.467
-Infinity,218.867
-Infinity,213.467
-Infinity,213.733
-Infinity,215.133
-Infinity,217.933
-Infinity,215.600
-Infinity,222.133
-Infinity,221.800
-Infinity,228.667
-Infinity,225.200
-Infinity,215.600
-Infinity,226.467
-Infinity,230.867
-Infinity,227.667
-Infinity,238.133
-Infinity,247.200
-Infinity,242.067
-Infinity,238.333
-Infinity,244.667
-Infinity,248.067
-Infinity,234.400
-Infinity,237.067
-Infinity,246.133
-Infinity,240.600
-Infinity,237.200
-Infinity,247.333
-Infinity,250.600
-Infinity,237.867
-Infinity,233.667
-Infinity,237.200
-Infinity,232.800
-Infinity,230.467
-Infinity,239.467
-Infinity,232.133
-Infinity,233.200
-Infinity,235.200
-Infinity,236.000
-Infinity,240.800
-Infinity,234.267
-Infinity,235.467
-Infinity,239.533
-Infinity,238.933
-Infinity,254.933
-Infinity,247.867
-Infinity,244.200
-Infinity,246.133
-Infinity,248.533
-Infinity,245.400
-Infinity,250.600
-Infinity,253.333
-Infinity,237.267
-Infinity,243.533
-Infinity,254.600
-Infinity,238.800
-Infinity,233.267
-Infinity,236.933
-Infinity,237.133
-Infinity,240.600
-Infinity,246.400
-Infinity,233.467
-Infinity,232.267
-Infinity,235.267
-Infinity,237.000
-Infinity,240.067
-Infinity,237.267
-Infinity,236.533
-Infinity,244.000
-Infinity,256.267
-Infinity,255.933
-Infinity,240.933
-Infinity,258.533
-Infinity,266.400
-Infinity,265.400
-Infinity,258.267
-Infinity,257.200
-Infinity,253.933
-Infinity,258.267
-Infinity,255.400
-Infinity,264.933
-Infinity,261.000
-Infinity,263.933
-Infinity,260.333
-Infinity,243.133
-Infinity,252.333
-Infinity,262.267
-Infinity,263.000
-Infinity,260.400
-Infinity,266.067
-Infinity,263.800
-Infinity,263.467
-Infinity,255.667
-Infinity,245.200
-Infinity,254.733
-Infinity,248.067
-Infinity,262.800
-Infinity,260.667
-Infinity,251.133
-Infinity,261.067
-Infinity,262.133
-Infinity,256.533
-Infinity,262.800
-Infinity,256.333
-Infinity,259.667
-Infinity,252.133
-Infinity,267.333
-Infinity,257.067
-Infinity,270.467
-Infinity,264.867
-Infinity,252.200
-Infinity,260.533
-Infinity,252.267
-Infinity,244.800
-Infinity,275.200
-Infinity,249.200
-Infinity,251.267
-Infinity,242.067
-Infinity,253.933
-Infinity,271.267
-Infinity,251.667
-Infinity,249.067
-Infinity,245.000
-Infinity,249.533
-Infinity,270.133
-Infinity,264.200
-Infinity,260.400
-Infinity,268.400
-Infinity,261.267
-Infinity,270.867
-Infinity,261.267
-Infinity,267.000
-Infinity,264.733
-Infinity,264.800
-Infinity,256.867
-Infinity,261.133
-Infinity,247.533
-Infinity,245.667
-Infinity,242.133
-Infinity,244.000
-Infinity,253.867
-Infinity,241.533
-Infinity,249.067
-Infinity,265.667
-Infinity,262.133
-Infinity,262.600
-Infinity,263.733
-Infinity,277.933
-Infinity,268.067
-Infinity,262.400
-Infinity,274.267
-Infinity,266.733
-Infinity,258.933
-Infinity,257.133
-Infinity,282.267
-Infinity,263.667
-Infinity,258.200
-Infinity,273.133
-Infinity,263.200
-Infinity,271.800
-Infinity,273.200
-Infinity,274.867
-Infinity,269.133
-Infinity,273.867
-Infinity,275.333
-Infinity,272.067
-Infinity,271.800
-Infinity,275.067
-Infinity,278.733
-Infinity,288.467
-Infinity,280.600
-Infinity,291.200
-Infinity,283.800
-Infinity,273.133
-Infinity,277.800
-Infinity,271.467
-Infinity,256.467
-Infinity,284.000
-Infinity,267.067
-Infinity,279.200
-Infinity,279.267
-Infinity,279.733
-Infinity,272.200
-Infinity,264.733
-Infinity,273.000
-Infinity,277.200
-Infinity,284.067
-Infinity,266.400
-Infinity,271.533
-Infinity,280.867
-Infinity,297.867
-Infinity,275.467
-Infinity,267.000
-Infinity,279.067
-Infinity,274.533
-Infinity,275.133
-Infinity,276.000
-Infinity,261.000
-Infinity,258.667
-Infinity,268.667
-Infinity,281.267
-Infinity,269.933
-Infinity,269.267
-Infinity,264.867
-Infinity,257.867
-Infinity,263.667
-Infinity,262.400
-Infinity,257.333
-Infinity,255.933
-Infinity,256.200
-Infinity,269.600
-Infinity,263.467
-Infinity,270.800
-Infinity,270.200
-Infinity,285.333
-Infinity,279.933
-Infinity,275.467
-Infinity,271.800
-Infinity,276.267
-Infinity,290.067
-Infinity,280.467
-Infinity,278.200
-Infinity,267.933
-Infinity,274.067
-Infinity,271.000
-Infinity,261.133
-Infinity,263.067
-Infinity,259.800
-Infinity,260.133
-Infinity,263.667
-Infinity,267.000
-Infinity,279.000
-Infinity,281.200
-Infinity,279.000
-Infinity,278.000
-Infinity,280.000
-Infinity,282.333
-Infinity,277.467
-Infinity,259.800
-Infinity,282.067
-Infinity,290.800
-Infinity,276.400
-Infinity,266.267
-Infinity,269.067
-Infinity,272.400
-Infinity,275.133
-Infinity,282.133
-Infinity,274.067
-Infinity,283.733
-Infinity,272.400
-Infinity,280.267
-Infinity,266.267
-Infinity,277.867
-Infinity,271.400
-Infinity,271.933
-Infinity,278.933
-Infinity,273.200
-Infinity,263.000
-Infinity,265.200
-Infinity,286.933
-Infinity,265.333
-Infinity,278.200
-Infinity,262.200
-Infinity,261.600
-Infinity,274.800
-Infinity,271.067
-Infinity,258.600
-Infinity,268.133
-Infinity,256.400
-Infinity,274.800
-Infinity,281.600
-Infinity,264.333
-Infinity,259.533
-Infinity,270.600
-Infinity,273.200
-Infinity,272.200
-Infinity,269.867
-Infinity,277.533
-Infinity,263.533
-Infinity,271.600
-Infinity,269.733
-Infinity,276.867
-Infinity,284.133
-Infinity,265.267
-Infinity,271.733
-Infinity,275.267
-Infinity,286.533
-Infinity,272.067
-Infinity,265.133
-Infinity,277.867
-Infinity,274.333
-Infinity,264.533
-Infinity,266.867
-Infinity,268.600
-Infinity,264.467
-Infinity,263.800
-Infinity,266.067
-Infinity,264.200
-Infinity,257.000
-Infinity,252.400
-Infinity,270.000
-Infinity,258.933
-Infinity,262.800
-Infinity,270.600
-Infinity,275.467
-Infinity,265.600
-Infinity,250.667
-Infinity,267.067
-Infinity,245.200
