Time,ROI,Whole,Back
0,615.507,115.4072,29.35534
0.311,588.968,118.9518,27.63699
0.62,574.818,114.0295,29.87797
0.929,620.768,112.6527,28.86396
1.238,613.978,109.5067,28.31054
1.549,591.106,107.6938,29.00472
1.863,611.894,102.8622,29.45542
2.172,555.411,105.1357,29.21385
2.481,604.033,103.4403,28.00089
2.79,580.893,104.7824,30.23066
3.099,586.595,100.5135,29.99086
3.408,630.096,102.411,30.10376
3.717,571.602,96.825,29.53839
4.031,599.826,98.1283,29.25763
4.341,579.791,97.0194,29.55151
4.65,584.899,98.9086,28.21695
4.959,575.956,97.9872,28.51938
5.268,558.044,97.5951,29.11142
5.577,591.204,97.6412,28.56875
5.892,591.025,96.5869,29.76021
6.331,316.236,95.606,30.16271
6.642,219.651,89.7861,28.45041
7.072,274.73,89.2303,28.78055
7.381,253.052,92.3468,27.77141
7.69,267.448,89.8936,28.78379
8.003,297.946,89.6406,28.33545
8.312,287.138,89.0443,29.12926
8.621,282.757,91.8158,30.05365
8.93,278.034,90.6761,29.72867
9.24,270.215,89.8143,28.37273
9.55,270.014,90.6582,28.71349
9.864,280.249,89.694,28.56478
10.173,298.354,88.633,29.33574
10.483,271.907,91.6679,29.03567
10.794,282.356,90.2158,29.0084
11.103,279.287,90.3868,27.97332
11.414,275.103,91.1573,27.92542
11.723,280.033,88.262,28.53884
12.036,265.403,88.5527,29.4311
12.345,265.166,89.4203,29.5549
12.654,274.821,90.9665,27.6143
12.964,294.459,88.4682,28.74237
13.274,283.148,88.8842,28.53058
13.583,276.967,90.607,28.33721
13.896,281.745,87.7057,28.99337
14.206,280.201,89.44,28.68283
14.516,269.781,85.2457,29.36993
14.826,277.789,85.003,29.55623
15.135,283.896,86.6116,28.72719
15.445,281.148,86.0904,28.95873
15.754,297.464,86.644,29.73132
16.067,283.706,85.4276,28.50995
16.377,285.892,85.7482,28.27192
16.686,283.059,86.5329,28.84834
16.997,301.493,86.0259,30.52012
17.308,290.591,88.8706,28.60118
17.619,292.469,87.0129,28.1154
17.933,279.615,83.3024,29.41813
18.245,279.816,86.559,29.29359
18.554,273.903,83.5538,29.29152
18.864,289.761,84.9774,29.1182
19.175,293.812,88.0236,29.94621
19.484,276.212,84.7731,28.52365
19.793,272.083,84.7186,29.16846
20.107,283.918,85.4166,28.33456
20.416,287.685,85.2975,28.35387
20.727,265.801,84.7142,27.68401
21.037,270.693,82.4399,28.11643
21.347,286.267,83.09,28.66603
21.656,286.029,82.3503,26.9017
21.97,286.362,81.1697,27.63021
22.279,285.507,81.7957,28.38629
26.283,269.729,87.5803,27.56566
30.283,304.664,87.5122,29.12439
34.283,314.447,88.4263,28.28696
38.283,326.031,88.0358,28.97082
42.284,332.236,87.747,29.39145
46.284,325.165,89.1872,28.97848
50.284,342.868,84.0531,28.92027
54.284,351.706,88.8524,29.1157
58.284,350.609,89.5636,29.57465
62.285,384.51,89.2747,29.89595
66.285,373.907,88.3492,29.84466
70.285,367.19,88.6791,28.14945
74.285,373.624,87.8236,29.23154
78.286,382.354,89.2713,29.80589
82.286,412.657,87.88,29.42505
86.286,391.659,84.8351,30.15092
90.286,419.448,85.166,28.40324
94.286,412.661,89.2442,29.01813
98.287,416.772,89.8487,30.40177
102.287,450.934,85.9445,28.8532
106.287,432.033,86.0327,29.572
110.287,453.04,83.9845,29.90479
114.288,451.514,82.779,28.97096
118.288,450.547,84.4726,29.84982
122.288,464.155,83.5303,29.30494
126.288,493.817,84.1952,28.55564
130.289,496.905,85.2263,27.40295
134.289,486.753,86.8957,28.88371
138.288,460.653,85.1053,29.22108
142.289,491.868,86.198,28.59602
146.289,499.402,88.7255,27.93618
150.29,499.46,83.8579,29.02373
154.29,502.445,87.0103,29.1129
158.29,513.887,86.8323,29.6507
162.29,497.671,85.2381,28.11378
166.291,484.945,86.3445,27.67841
170.291,488.844,85.6002,28.78762
174.291,511.54,87.937,29.38644
178.291,504.607,86.6641,29.49816
182.291,537.248,85.1652,29.14001
186.292,519.894,85.7715,28.36993
190.291,518.12,84.8789,30.37156
194.292,505.87,84.9116,27.85394
198.292,524.71,85.1366,28.71496
202.293,532.177,89.5938,29.71069
206.293,522.873,86.7514,28.47826
210.293,588.13,85.5521,28.26573
214.293,538.928,86.7769,28.01651
218.293,555.113,86.798,28.6734
222.294,548.661,89.1882,27.33736
