Time,ROI,Whole,Back
0,388.45,156.5845,28.91004
0.309,403.949,157.4621,27.28243
0.618,433.838,148.1765,29.49895
0.927,408.056,140.9525,29.19411
1.236,406.293,130.6703,29.32172
1.545,438.836,129.2269,29.05161
1.858,427.533,123.9468,29.20572
2.167,410.334,122.1862,28.09172
2.476,420.739,120.0638,28.9335
2.785,424.166,117.882,28.39984
3.094,429.207,111.9972,29.50528
3.403,423.76,108.2307,29.29545
3.712,423.59,107.8234,29.40793
4.025,419.043,101.2873,30.31703
4.335,415.042,99.0602,30.03624
4.644,402.948,101.1,30.03894
4.953,436.359,98.9827,29.89902
5.262,422.882,101.3959,29.69059
5.571,436.605,100.9787,30.14121
5.884,379.855,97.4789,29.71147
6.323,187.488,101.255,28.71077
6.632,137.269,95.5398,30.23469
7.063,165.735,89.9739,31.26777
7.372,162.072,92.2387,28.56533
7.681,178.22,89.2454,29.07929
7.994,190.919,90.7425,29.47725
8.303,182.106,89.6627,29.37673
8.612,196.803,94.1182,29.83802
8.921,187.148,94.848,28.83627
9.23,205.5,91.9512,29.48112
9.539,181.566,91.1141,29.96188
9.852,205.335,87.1242,28.76191
10.161,194.862,86.8665,30.12644
10.47,196.488,90.1994,30.09172
10.779,204.518,89.131,30.30518
11.088,204.827,87.6846,30.06744
11.397,198.887,90.8239,29.61694
11.706,211.858,88.8076,29.13042
12.019,222.719,88.1121,29.56216
12.328,185.252,89.7054,28.538
12.637,224.185,85.6827,28.78853
12.947,205.098,87.6537,28.87345
13.256,221.528,85.1524,29.81468
13.565,185.822,83.0959,28.91743
13.878,190.412,87.0953,29.83134
14.187,201.664,86.9402,30.63547
14.496,193.542,86.1607,29.49073
14.805,201.554,86.2738,28.64415
15.114,204.799,82.046,28.80401
15.423,196.536,88.9563,29.25311
15.732,209.766,84.6962,29.45954
16.045,197.788,84.8729,29.44335
16.354,216.48,82.1728,30.12773
16.663,210.552,81.3899,29.50493
16.972,181.958,79.6723,29.46927
17.281,205.813,82.6829,28.73117
17.59,215.955,81.9055,29.57037
17.903,206.395,82.92,28.74936
18.212,209.072,84.1165,29.58527
18.521,202.215,86.483,29.26448
18.83,203.114,82.7639,29.71522
19.139,222.363,83.617,28.9091
19.448,221.881,86.0208,29.59711
19.757,206.513,79.4268,29.79791
20.07,186.985,81.092,28.4118
20.379,194.422,80.0768,29.04269
20.688,203.799,82.468,30.09289
20.997,207.306,81.9598,28.84506
21.306,190.467,80.7026,28.34002
21.615,191.905,80.7648,29.98909
21.928,193.962,82.0424,28.92564
22.237,216.955,81.2509,30.55125
26.24,206.685,81.6489,29.6357
30.239,195.536,83.7824,30.14438
34.24,215.065,88.1807,28.8996
38.24,232.775,88.7979,29.57131
42.241,213.836,92.1879,29.26061
46.24,238.841,88.2083,28.26507
50.241,237.965,86.2408,29.8745
54.241,251.512,85.9089,28.75147
58.241,260.214,91.4749,29.11506
62.241,277.721,89.4388,30.46329
66.241,285.174,90.3969,28.48557
70.242,257.746,86.9729,27.93162
74.242,243.059,85.4482,28.05383
78.243,284.799,85.6544,27.81504
82.242,292.859,87.8775,29.82641
86.243,286.61,86.5329,28.52756
90.243,282.421,88.6919,28.90253
94.244,277.769,88.4549,27.92693
98.243,302.734,84.4633,27.95402
102.243,296.861,84.1468,27.72062
106.244,321.12,92.0177,27.85902
110.244,299.697,82.7161,27.90265
114.245,293.246,85.8532,28.232
118.244,325.803,83.98,27.62175
122.245,322.019,83.5622,28.68977
126.245,307.605,88.2632,28.20525
130.246,299.228,88.4497,28.20432
134.245,288.455,84.7425,27.89679
138.246,299.668,86.2895,27.20643
142.246,305.387,85.8347,28.16221
146.246,293.066,90.5145,28.64391
150.246,316.593,91.4908,28.42482
154.246,280.399,89.8769,27.37169
158.247,272.673,90.4258,28.57612
162.247,306.07,93.8105,29.02592
166.248,287.959,91.6028,28.54527
170.247,281.859,91.8275,30.23434
174.248,287.651,90.6936,27.68743
178.248,278.434,91.7895,28.72144
182.249,338.125,87.5613,27.54832
186.248,313.494,91.6524,27.05043
190.248,279.104,95.2581,29.11119
194.249,302.785,90.4081,27.28478
198.249,310.136,90.8858,28.16174
202.249,301.824,90.5659,28.56017
206.249,288.156,95.441,27.40464
210.25,282.024,91.6046,28.01865
214.25,297.982,82.3101,27.52803
218.251,328.234,87.9624,29.01572
222.25,328.142,89.9755,28.6547
