[sec],Mean
NaN,111.2772
-Infinity,112.0990
-Infinity,107.6931
-Infinity,107.5446
-Infinity,108.5941
-Infinity,107.5545
-Infinity,104.2772
-Infinity,107.8317
-Infinity,105.9604
-Infinity,106.4851
-Infinity,105.9802
-Infinity,106.0693
-Infinity,109.0891
-Infinity,105.9802
-Infinity,106.2376
-Infinity,106.3564
-Infinity,108.9208
-Infinity,106.4356
-Infinity,108.5743
-Infinity,109.6436
-Infinity,105.7822
-Infinity,106.8218
-Infinity,105.1584
-Infinity,106.1287
-Infinity,106.5545
-Infinity,104.7129
-Infinity,108.3762
-Infinity,107.0297
-Infinity,107.2178
-Infinity,109.7426
-Infinity,108.6733
-Infinity,105.9010
-Infinity,107.4950
-Infinity,105.1386
-Infinity,104.6337
-Infinity,108.9406
-Infinity,106.0297
-Infinity,104.4257
-Infinity,106.3762
-Infinity,107.2574
-Infinity,108.0396
-Infinity,107.4554
-Infinity,105.7228
-Infinity,109.0099
-Infinity,104.0792
-Infinity,107.6634
-Infinity,105.7723
-Infinity,107.8119
-Infinity,107.9307
-Infinity,108.2475
-Infinity,105.9505
-Infinity,106.4653
-Infinity,106.5446
-Infinity,105.7822
-Infinity,104.5247
-Infinity,103.9604
-Infinity,105.7723
-Infinity,102.6139
-Infinity,105.4753
-Infinity,107.1287
-Infinity,108.7228
-Infinity,109.2277
-Infinity,104.2970
-Infinity,107.2475
-Infinity,107.0000
-Infinity,107.6436
-Infinity,107.6931
-Infinity,105.6040
-Infinity,107.6931
-Infinity,105.1980
-Infinity,105.3960
-Infinity,107.5644
-Infinity,107.3069
-Infinity,104.8812
-Infinity,107.4950
-Infinity,105.8317
-Infinity,105.7327
-Infinity,108.3366
-Infinity,104.5644
-Infinity,105.4158
-Infinity,110.4158
-Infinity,106.3960
-Infinity,106.5446
-Infinity,104.5149
-Infinity,107.0594
-Infinity,106.2772
-Infinity,108.1782
-Infinity,106.2673
-Infinity,107.9901
-Infinity,105.1683
-Infinity,104.7228
-Infinity,107.7624
-Infinity,103.5545
-Infinity,108.5842
-Infinity,108.9109
-Infinity,109.5247
-Infinity,108.2178
-Infinity,104.8416
-Infinity,107.1287
-Infinity,106.8119
-Infinity,107.4356
-Infinity,110.0198
-Infinity,110.3168
-Infinity,107.9010
-Infinity,111.0396
-Infinity,106.6634
-Infinity,105.8119
-Infinity,105.0990
-Infinity,108.4158
-Infinity,104.5842
-Infinity,109.7228
-Infinity,108.0495
-Infinity,107.3168
-Infinity,105.3960
-Infinity,106.5247
-Infinity,108.0891
-Infinity,105.0990
-Infinity,105.9109
-Infinity,108.9802
-Infinity,108.3663
-Infinity,109.3267
-Infinity,109.1089
-Infinity,105.6733
-Infinity,106.3168
-Infinity,106.3564
-Infinity,108.0990
-Infinity,107.7525
-Infinity,105.1386
-Infinity,107.8218
-Infinity,106.0495
-Infinity,109.5347
-Infinity,107.2871
-Infinity,107.1980
-Infinity,104.0495
-Infinity,106.8119
-Infinity,105.8911
-Infinity,108.9901
-Infinity,107.5347
-Infinity,109.0000
-Infinity,106.4356
-Infinity,107.3267
-Infinity,106.4753
-Infinity,107.2178
-Infinity,106.5743
-Infinity,107.8416
-Infinity,109.9604
-Infinity,108.1782
-Infinity,109.0198
-Infinity,107.6733
-Infinity,105.9109
-Infinity,106.9208
-Infinity,106.3663
-Infinity,108.9406
-Infinity,108.7525
-Infinity,105.4851
-Infinity,108.0396
-Infinity,105.8911
-Infinity,106.3465
-Infinity,107.9406
-Infinity,106.4158
-Infinity,108.3465
-Infinity,106.9604
-Infinity,108.5247
-Infinity,106.6238
-Infinity,108.6535
-Infinity,108.7030
-Infinity,107.9208
-Infinity,103.9208
-Infinity,107.1980
-Infinity,105.6535
-Infinity,105.7723
-Infinity,108.6832
-Infinity,108.2673
-Infinity,105.5545
-Infinity,106.1485
-Infinity,107.1386
-Infinity,105.2376
-Infinity,105.5941
-Infinity,106.7822
-Infinity,109.1188
-Infinity,107.1188
-Infinity,106.0297
-Infinity,108.1485
-Infinity,105.5347
-Infinity,106.4059
-Infinity,107.7624
-Infinity,106.9505
-Infinity,106.8020
-Infinity,106.5941
-Infinity,107.3861
-Infinity,106.3762
-Infinity,107.7129
-Infinity,108.7030
-Infinity,107.1287
-Infinity,107.3069
-Infinity,108.7624
-Infinity,110.2574
-Infinity,109.8119
-Infinity,106.5941
-Infinity,110.0000
-Infinity,108.8515
-Infinity,107.6040
-Infinity,109.0891
-Infinity,110.1683
-Infinity,109.8218
-Infinity,106.8416
-Infinity,108.4158
-Infinity,107.8812
-Infinity,107.7921
-Infinity,106.1386
-Infinity,106.6634
-Infinity,107.8713
-Infinity,107.5644
-Infinity,106.2277
-Infinity,106.4753
-Infinity,107.6832
-Infinity,109.8317
-Infinity,105.7327
-Infinity,106.5842
-Infinity,107.2574
-Infinity,106.3366
-Infinity,108.2376
-Infinity,108.3960
-Infinity,107.1584
-Infinity,107.4257
-Infinity,108.1188
-Infinity,107.5050
-Infinity,107.0198
