[sec],Mean
NaN,1593.571
-Infinity,1438.667
-Infinity,1225.810
-Infinity,1047.262
-Infinity,935.667
-Infinity,884.000
-Infinity,820.476
-Infinity,783.071
-Infinity,743.333
-Infinity,746.143
-Infinity,699.595
-Infinity,680.619
-Infinity,646.452
-Infinity,653.976
-Infinity,663.071
-Infinity,656.476
-Infinity,639.333
-Infinity,607.738
-Infinity,602.048
-Infinity,609.786
-Infinity,636.000
-Infinity,602.071
-Infinity,587.476
-Infinity,562.310
-Infinity,573.262
-Infinity,565.548
-Infinity,559.595
-Infinity,560.571
-Infinity,551.476
-Infinity,555.548
-Infinity,575.167
-Infinity,560.048
-Infinity,567.643
-Infinity,560.810
-Infinity,554.190
-Infinity,561.833
-Infinity,542.238
-Infinity,532.119
-Infinity,535.738
-Infinity,583.786
-Infinity,558.405
-Infinity,558.905
-Infinity,533.238
-Infinity,528.143
-Infinity,541.619
-Infinity,539.881
-Infinity,539.405
-Infinity,533.643
-Infinity,526.381
-Infinity,526.667
-Infinity,540.405
-Infinity,528.167
-Infinity,534.286
-Infinity,539.190
-Infinity,553.405
-Infinity,555.952
-Infinity,551.452
-Infinity,547.952
-Infinity,545.667
-Infinity,524.071
-Infinity,531.071
-Infinity,532.976
-Infinity,542.214
-Infinity,553.786
-Infinity,563.333
-Infinity,546.524
-Infinity,549.286
-Infinity,535.429
-Infinity,528.357
-Infinity,546.190
-Infinity,547.000
-Infinity,555.143
-Infinity,540.333
-Infinity,529.762
-Infinity,537.571
-Infinity,555.143
-Infinity,543.143
-Infinity,535.310
-Infinity,550.119
-Infinity,552.976
-Infinity,570.452
-Infinity,567.786
-Infinity,557.690
-Infinity,548.429
-Infinity,562.952
-Infinity,576.810
-Infinity,559.024
-Infinity,559.667
-Infinity,563.452
-Infinity,571.167
-Infinity,579.548
-Infinity,565.619
-Infinity,562.048
-Infinity,563.881
-Infinity,544.881
-Infinity,562.405
-Infinity,571.357
-Infinity,559.095
-Infinity,575.357
-Infinity,577.833
-Infinity,576.000
-Infinity,576.762
-Infinity,583.405
-Infinity,580.262
-Infinity,586.595
-Infinity,579.167
-Infinity,564.881
-Infinity,551.786
-Infinity,572.476
-Infinity,558.881
-Infinity,576.143
-Infinity,590.881
-Infinity,581.976
-Infinity,577.262
-Infinity,560.429
-Infinity,576.405
-Infinity,584.714
-Infinity,582.333
-Infinity,581.857
-Infinity,576.119
-Infinity,589.286
-Infinity,578.214
-Infinity,578.190
-Infinity,575.071
-Infinity,582.810
-Infinity,604.833
-Infinity,604.429
-Infinity,577.024
-Infinity,575.048
-Infinity,581.881
-Infinity,589.976
-Infinity,605.786
-Infinity,597.214
-Infinity,594.500
-Infinity,591.857
-Infinity,611.929
-Infinity,605.690
-Infinity,577.833
-Infinity,583.405
-Infinity,587.310
-Infinity,589.714
-Infinity,616.690
-Infinity,586.595
-Infinity,565.381
-Infinity,593.310
-Infinity,599.262
-Infinity,594.976
-Infinity,614.024
-Infinity,599.738
-Infinity,603.429
-Infinity,607.119
-Infinity,603.714
-Infinity,602.571
-Infinity,606.286
-Infinity,599.952
-Infinity,613.643
-Infinity,618.881
-Infinity,592.619
-Infinity,598.262
-Infinity,607.476
-Infinity,610.738
-Infinity,615.095
-Infinity,619.500
-Infinity,614.024
-Infinity,596.881
-Infinity,587.690
-Infinity,621.214
-Infinity,608.500
-Infinity,622.262
-Infinity,609.214
-Infinity,623.238
-Infinity,612.595
-Infinity,581.429
-Infinity,596.500
-Infinity,607.262
-Infinity,611.476
-Infinity,614.143
-Infinity,613.952
-Infinity,616.333
-Infinity,645.905
-Infinity,635.714
-Infinity,634.548
-Infinity,607.690
-Infinity,597.024
-Infinity,613.071
-Infinity,636.143
-Infinity,633.952
-Infinity,622.810
-Infinity,620.048
-Infinity,660.476
-Infinity,642.976
-Infinity,643.810
-Infinity,646.167
-Infinity,630.452
-Infinity,615.619
-Infinity,639.143
-Infinity,642.143
-Infinity,637.262
-Infinity,634.667
-Infinity,608.452
-Infinity,643.500
-Infinity,639.095
-Infinity,646.429
-Infinity,633.524
-Infinity,625.476
-Infinity,633.333
-Infinity,627.619
-Infinity,622.762
-Infinity,642.690
-Infinity,643.476
-Infinity,638.619
-Infinity,630.762
-Infinity,620.238
-Infinity,607.167
-Infinity,611.952
-Infinity,622.429
-Infinity,649.905
-Infinity,651.238
-Infinity,638.238
-Infinity,649.095
-Infinity,636.381
-Infinity,653.476
-Infinity,641.857
-Infinity,626.857
-Infinity,658.405
-Infinity,645.071
-Infinity,630.214
-Infinity,654.357
-Infinity,655.190
-Infinity,675.476
-Infinity,647.976
-Infinity,624.857
-Infinity,636.167
-Infinity,642.500
-Infinity,631.762
-Infinity,654.857
-Infinity,682.048
-Infinity,658.690
-Infinity,634.310
-Infinity,648.048
-Infinity,639.310
-Infinity,646.143
-Infinity,635.667
-Infinity,641.167
-Infinity,620.714
-Infinity,644.857
-Infinity,625.619
-Infinity,610.190
-Infinity,626.167
-Infinity,611.786
-Infinity,608.143
-Infinity,612.524
-Infinity,604.095
-Infinity,607.738
-Infinity,609.286
-Infinity,609.238
-Infinity,617.167
-Infinity,608.738
-Infinity,623.405
-Infinity,622.333
-Infinity,636.595
-Infinity,658.214
-Infinity,649.476
-Infinity,651.071
-Infinity,658.595
-Infinity,645.976
-Infinity,637.643
-Infinity,618.810
-Infinity,623.119
-Infinity,639.905
-Infinity,643.952
-Infinity,619.214
-Infinity,600.714
-Infinity,607.357
-Infinity,627.476
-Infinity,635.762
-Infinity,643.143
-Infinity,638.048
-Infinity,663.857
-Infinity,646.714
-Infinity,633.238
-Infinity,643.786
-Infinity,638.952
-Infinity,613.548
-Infinity,611.476
-Infinity,626.143
-Infinity,647.000
-Infinity,642.048
-Infinity,631.167
-Infinity,624.286
-Infinity,642.143
-Infinity,634.595
-Infinity,632.429
-Infinity,653.405
-Infinity,641.167
-Infinity,627.595
-Infinity,641.024
-Infinity,635.667
-Infinity,619.690
-Infinity,644.810
-Infinity,648.452
-Infinity,661.976
-Infinity,670.976
-Infinity,676.595
-Infinity,651.214
-Infinity,680.405
-Infinity,679.786
-Infinity,660.095
-Infinity,707.381
-Infinity,709.881
-Infinity,728.976
-Infinity,706.524
-Infinity,719.119
-Infinity,712.286
-Infinity,702.738
-Infinity,710.976
-Infinity,756.571
-Infinity,750.286
-Infinity,752.095
-Infinity,762.881
-Infinity,772.667
-Infinity,725.262
-Infinity,683.714
-Infinity,706.429
-Infinity,714.286
-Infinity,730.048
-Infinity,709.143
-Infinity,709.595
-Infinity,692.571
-Infinity,723.452
-Infinity,690.405
-Infinity,713.690
-Infinity,708.619
-Infinity,720.643
-Infinity,700.405
-Infinity,720.762
-Infinity,733.690
-Infinity,760.690
-Infinity,761.262
-Infinity,725.810
-Infinity,744.405
-Infinity,728.119
-Infinity,737.738
-Infinity,753.310
-Infinity,738.667
-Infinity,766.738
-Infinity,781.619
-Infinity,753.810
-Infinity,735.929
-Infinity,724.429
-Infinity,766.714
-Infinity,768.405
-Infinity,765.500
-Infinity,749.333
-Infinity,752.976
-Infinity,737.667
-Infinity,719.619
-Infinity,753.548
-Infinity,747.690
-Infinity,760.095
-Infinity,768.119
-Infinity,752.500
-Infinity,790.048
-Infinity,766.929
-Infinity,763.143
-Infinity,806.071
-Infinity,779.143
-Infinity,726.786
-Infinity,778.881
-Infinity,764.286
-Infinity,720.810
-Infinity,759.357
-Infinity,744.405
-Infinity,767.738
-Infinity,764.024
-Infinity,785.190
-Infinity,763.167
-Infinity,756.833
-Infinity,767.262
-Infinity,752.429
-Infinity,748.881
-Infinity,764.310
-Infinity,776.190
-Infinity,789.952
-Infinity,739.667
-Infinity,753.190
-Infinity,770.190
-Infinity,780.262
-Infinity,776.786
-Infinity,726.333
-Infinity,754.714
-Infinity,800.952
-Infinity,801.619
-Infinity,787.000
-Infinity,800.524
-Infinity,795.571
-Infinity,751.357
-Infinity,770.667
-Infinity,770.857
-Infinity,758.357
-Infinity,788.595
-Infinity,793.571
-Infinity,771.452
-Infinity,783.905
-Infinity,810.881
-Infinity,783.929
-Infinity,797.000
-Infinity,773.905
-Infinity,749.310
-Infinity,806.214
-Infinity,789.595
-Infinity,825.548
-Infinity,799.929
-Infinity,813.881
-Infinity,811.262
-Infinity,813.952
-Infinity,834.143
-Infinity,824.714
-Infinity,785.357
-Infinity,817.190
-Infinity,802.024
-Infinity,830.619
-Infinity,830.619
-Infinity,840.143
-Infinity,865.048
-Infinity,865.524
-Infinity,907.500
-Infinity,889.857
-Infinity,868.595
-Infinity,854.690
-Infinity,836.119
-Infinity,856.714
-Infinity,866.905
-Infinity,827.619
-Infinity,837.595
-Infinity,842.548
-Infinity,862.262
-Infinity,860.190
-Infinity,852.429
-Infinity,864.048
-Infinity,876.452
-Infinity,878.452
-Infinity,837.833
-Infinity,843.500
-Infinity,838.381
-Infinity,843.500
-Infinity,874.024
-Infinity,843.452
-Infinity,825.452
-Infinity,850.262
-Infinity,840.643
-Infinity,867.095
-Infinity,870.167
-Infinity,844.405
-Infinity,848.762
-Infinity,831.286
-Infinity,846.524
-Infinity,837.690
-Infinity,818.833
-Infinity,848.738
-Infinity,835.500
-Infinity,851.619
-Infinity,865.286
-Infinity,865.548
-Infinity,880.262
-Infinity,855.976
-Infinity,888.762
-Infinity,885.429
-Infinity,877.857
-Infinity,877.762
-Infinity,865.429
-Infinity,885.381
-Infinity,859.643
-Infinity,868.905
-Infinity,870.524
-Infinity,862.881
-Infinity,865.095
-Infinity,859.929
-Infinity,843.690
-Infinity,844.381
