Frame,Mean
0,61.0770
1,61.2171
2,61.9772
3,62.9008
4,62.3133
5,62.5606
6,61.8875
7,61.2395
8,60.6057
9,60.2983
10,58.5255
11,57.9555
12,56.8290
13,55.5154
14,54.7574
15,54.0088
16,53.2561
17,52.5352
18,51.7285
19,50.5927
20,49.3850
21,49.3090
22,47.9348
23,47.4625
24,46.9325
25,46.1820
26,45.4915
27,45.2630
28,44.9741
29,44.4371
30,44.0903
31,43.3870
32,42.6698
33,42.3244
34,42.1689
35,41.6778
36,40.7835
37,39.9617
38,39.8929
39,39.6232
40,39.0736
41,38.7276
42,38.4119
43,38.0826
44,37.8551
45,37.3973
46,37.0459
47,36.6697
48,36.8628
49,36.6640
50,36.3022
51,35.7518
52,35.3478
53,34.6664
54,34.8285
55,34.0637
56,33.7639
57,33.9136
58,33.8589
59,33.4137
60,33.6503
61,32.6024
62,32.6518
63,32.4706
64,32.1804
65,32.3659
66,32.4823
67,32.0298
68,31.7566
69,32.1094
70,31.9520
71,31.9222
72,31.7215
73,31.1992
74,30.9815
75,31.3534
76,30.5387
77,30.3256
78,30.3076
79,30.0717
80,29.9985
81,30.1395
82,29.5543
83,29.5971
84,28.9387
85,29.0568
86,28.9864
87,28.9834
88,28.8019
89,28.2242
90,28.3161
91,28.4072
92,28.5837
93,28.6893
94,28.3186
95,28.1220
96,27.9916
97,27.8729
98,27.8912
99,27.7982
100,27.5874
101,27.8589
102,27.4712
103,26.9394
104,26.8023
105,26.8622
106,27.0380
107,26.7792
108,26.7671
109,26.6190
110,26.6226
111,26.4140
112,26.1983
113,26.4922
114,26.6159
115,25.7626
116,25.8030
117,26.0625
118,25.7154
119,25.7118
120,26.1501
121,25.5937
122,25.5675
123,25.6941
124,25.7511
125,25.5471
126,25.6391
127,25.7160
128,25.1891
129,25.4856
130,25.2427
131,25.3713
132,25.4058
133,24.8988
134,25.6402
135,25.6548
136,25.0916
137,25.4579
138,24.7821
139,24.4835
140,24.6306
141,25.1142
142,24.6531
143,25.0312
144,25.0084
145,24.6624
146,24.7706
147,25.0614
148,24.3055
149,25.0182
150,25.0373
151,24.4533
152,24.3570
153,24.4960
154,24.6051
155,24.6926
156,24.9820
157,24.8389
158,24.7357
159,24.7139
160,24.7308
161,24.5153
162,24.5997
163,24.5014
164,24.9034
165,24.6281
166,24.0994
167,24.2030
168,24.2847
169,24.8474
170,24.2986
171,24.7957
172,24.6961
173,24.4177
174,24.9671
175,24.5405
176,24.5055
177,24.1618
178,24.2903
179,24.2901
180,23.9066
181,23.7652
182,23.5677
183,23.6674
184,23.5383
185,23.2693
186,23.3348
187,23.3011
188,23.2799
189,23.6676
190,23.2394
191,23.4571
192,23.7575
193,23.8401
194,23.7502
195,23.8894
196,23.5848
197,23.5341
198,23.7166
199,23.7631
200,23.8902
201,24.0164
202,24.1390
203,23.8313
204,24.5421
205,24.0824
206,24.1927
207,24.0166
208,23.8863
209,24.0774
210,23.8309
211,23.7220
212,24.3430
213,24.1502
214,23.9288
215,23.7934
216,23.9574
217,23.3014
218,23.5345
219,23.1607
220,22.8796
221,22.9654
222,23.1287
223,23.2511
224,22.5664
225,22.9571
226,23.0901
227,23.0497
228,22.7859
229,22.2757
230,22.6666
231,22.7567
232,22.2508
233,22.6560
234,22.3942
235,22.2115
236,22.5953
237,22.7985
238,23.1626
239,23.0665
240,22.9604
241,22.8622
242,22.9656
243,23.0726
244,23.0067
245,22.8417
246,23.1426
247,22.9540
248,22.9110
249,22.7420
250,22.9759
251,22.8719
252,22.7918
253,22.9993
254,22.9818
255,23.0294
256,22.6936
257,22.5999
258,22.8678
259,22.9121
260,22.8254
261,22.5513
262,22.7864
263,23.1777
264,22.9436
265,22.8316
266,22.8496
267,22.4964
268,22.8034
269,22.9898
270,22.7024
271,22.5892
272,22.7536
273,22.7273
274,22.8678
275,22.6927
276,23.0114
277,22.5261
278,22.2950
279,22.0079
280,22.2278
281,21.9154
282,22.1332
283,21.8943
284,22.3784
285,22.5680
286,22.5424
287,22.5960
288,22.2588
289,22.2672
290,22.0575
291,22.2374
