Frame,Mean
0,674.973
1,669.784
2,663.529
3,672.918
4,662.680
5,655.038
6,653.870
7,649.401
8,643.205
9,637.791
10,642.586
11,644.478
12,644.181
13,628.848
14,628.403
15,631.846
16,625.690
17,636.026
18,639.386
19,638.753
20,652.015
21,647.222
22,646.242
23,638.896
24,643.451
25,639.407
26,644.086
27,642.740
28,646.051
29,647.885
30,649.553
31,649.192
32,641.260
33,655.632
34,651.577
35,646.837
36,654.099
37,656.863
38,670.282
39,671.390
40,670.879
41,668.905
42,675.941
43,677.326
44,673.463
45,681.484
46,673.282
47,680.771
48,677.465
49,688.445
50,686.524
51,689.731
52,677.229
53,680.207
54,682.789
55,681.650
56,684.918
57,685.174
58,688.201
59,694.125
60,698.042
61,692.223
62,703.386
63,715.143
64,706.956
65,713.652
66,701.060
67,707.690
68,704.016
69,716.170
70,699.711
71,706.242
72,711.335
73,716.059
74,715.401
75,718.341
76,721.427
77,734.443
78,736.626
79,738.099
80,734.216
81,738.104
82,748.145
83,733.672
84,739.478
85,743.364
86,743.366
87,738.767
88,750.203
89,747.132
90,752.844
91,749.566
92,763.993
93,755.504
94,759.212
95,757.258
96,755.720
97,750.669
98,743.584
99,751.764
100,751.700
101,754.601
102,744.877
103,741.383
104,759.130
105,756.101
106,761.222
107,764.093
108,769.130
109,773.522
110,766.903
111,768.927
112,760.793
113,770.005
114,766.711
115,766.971
116,778.509
117,774.438
118,768.333
119,779.385
120,780.405
121,775.487
122,785.456
123,786.115
124,785.082
125,777.313
126,776.489
127,765.383
128,776.775
129,783.485
130,782.896
131,789.011
132,778.145
133,793.617
134,796.399
135,801.793
136,799.126
137,803.132
138,795.548
139,791.927
140,800.762
141,786.919
142,779.905
143,776.694
144,768.738
145,761.476
146,761.425
147,773.782
148,782.167
149,784.372
150,783.271
151,787.112
152,807.861
153,807.125
154,805.306
155,803.284
156,810.760
157,811.339
158,815.813
159,815.575
160,810.335
161,816.700
162,829.667
163,810.667
164,800.460
165,798.897
166,798.661
167,800.720
168,798.035
169,790.223
170,802.167
171,797.689
172,797.009
173,805.366
174,788.458
175,789.711
176,792.885
177,791.419
178,788.601
179,790.819
180,790.932
181,795.355
182,795.855
183,794.509
184,804.311
185,812.035
186,796.412
187,809.000
188,817.383
189,811.101
190,806.548
191,821.744
192,828.062
193,818.443
194,821.564
195,818.009
196,812.855
197,825.037
198,807.802
199,801.833
200,813.123
201,808.427
202,809.680
203,809.117
204,799.187
205,798.775
206,799.744
207,802.584
208,806.872
209,816.491
210,821.278
211,814.967
212,820.473
213,809.907
214,804.718
215,806.288
216,811.386
217,812.200
218,817.119
219,812.943
220,811.473
221,822.669
222,799.568
223,800.553
224,818.093
225,797.762
226,800.597
227,799.425
228,797.335
229,806.943
230,806.905
231,803.586
232,809.357
233,816.370
234,809.222
235,808.778
236,813.068
237,819.941
238,811.648
239,826.467
240,816.269
241,824.165
242,821.346
243,809.654
244,811.669
245,825.386
246,820.645
247,812.612
248,808.288
249,819.082
250,814.822
251,800.650
252,802.020
253,805.161
254,821.386
255,811.465
256,813.240
257,812.209
258,820.374
259,811.271
260,812.408
261,805.963
262,821.136
263,824.192
264,819.857
265,820.266
266,808.388
267,832.773
268,823.960
269,811.698
270,817.024
271,810.101
272,817.291
273,824.687
274,826.278
275,832.165
276,837.361
277,835.707
278,824.042
279,822.031
280,814.198
281,811.284
282,810.408
283,802.795
284,801.714
285,806.399
286,806.245
287,807.963
288,817.764
289,830.777
290,823.982
291,839.974
