[sec],Mean
0,245.071
1,246.891
2,245.164
3,243.302
4,242.823
5,246.768
6,242.678
7,241.643
8,243.611
9,250.569
10,251.814
11,264.904
12,270.238
13,282.765
14,290.984
15,305.161
16,308.180
17,315.334
18,318.990
19,328.817
20,330.386
21,339.945
22,347.064
23,352.158
24,355.367
25,364.283
26,371.293
27,375.582
28,383.363
29,388.576
30,385.981
31,392.035
32,398.068
33,402.498
34,406.344
35,409.563
36,415.209
37,412.965
38,416.431
39,423.151
40,435.910
41,436.576
42,435.910
43,442.984
44,442.170
45,442.601
46,454.923
47,450.518
48,456.842
49,465.630
50,460.833
51,468.100
52,468.334
53,473.161
54,471.441
55,481.781
56,485.486
57,476.630
58,485.572
59,486.592
60,491.035
61,495.627
62,492.685
63,488.434
64,489.601
65,489.437
66,491.019
67,499.286
68,498.074
69,498.318
70,503.650
71,504.373
72,503.630
73,510.318
74,504.936
75,507.373
76,515.296
77,508.016
78,516.768
79,520.064
80,527.328
81,524.177
82,519.701
83,528.852
84,524.923
85,530.039
86,528.855
87,524.534
88,530.714
89,531.498
90,537.678
91,531.415
92,534.662
93,537.537
94,547.386
95,545.026
96,541.736
97,546.852
98,549.154
99,544.775
100,548.813
101,549.794
102,552.560
103,550.907
104,542.019
105,546.010
106,545.293
107,544.688
108,549.489
109,551.669
110,545.958
111,543.260
112,541.842
113,538.685
114,533.334
115,530.277
116,534.151
117,535.514
118,538.412
119,535.029
120,536.685
121,538.868
122,534.064
123,535.804
124,537.116
125,529.791
126,530.592
127,537.881
128,536.572
129,547.440
130,551.141
131,549.431
132,552.006
133,555.630
134,552.183
135,565.768
136,564.376
137,556.945
138,554.190
139,552.756
140,552.604
141,555.707
142,551.283
143,548.537
144,554.884
145,552.328
146,546.116
147,549.370
148,553.318
149,553.595
150,556.122
151,553.418
152,551.299
153,551.177
154,552.460
155,553.579
156,558.640
157,555.042
158,554.926
159,563.035
160,566.759
161,562.325
162,559.524
163,557.238
164,546.949
165,549.235
166,552.727
167,551.408
168,550.810
169,553.720
170,545.785
171,549.524
172,551.437
173,539.367
174,542.270
175,545.174
176,537.415
177,542.045
178,545.582
179,541.534
180,537.778
181,539.662
182,541.418
183,541.347
184,543.646
185,534.203
186,545.347
187,543.469
188,541.849
189,538.884
190,547.659
191,540.923
192,542.032
193,545.942
194,536.556
195,536.402
196,543.682
197,542.926
198,550.614
199,547.797
200,545.826
201,544.759
202,550.379
203,540.232
204,543.910
205,542.010
206,549.640
207,545.711
208,552.437
209,547.579
210,544.251
211,547.003
212,545.736
213,546.965
214,559.656
215,551.113
216,545.672
217,549.093
218,545.614
219,539.453
220,541.209
221,539.736
222,539.379
223,540.910
224,542.910
225,550.312
226,547.264
227,545.145
228,546.633
229,547.064
230,538.916
231,548.778
232,543.621
233,550.572
234,543.177
235,544.408
236,542.585
237,551.836
238,546.794
239,539.418
240,547.987
241,547.302
242,549.807
243,540.116
244,535.672
245,525.907
246,531.376
247,535.489
248,529.042
249,538.756
250,535.228
251,536.624
252,537.010
253,532.762
254,537.736
255,543.019
256,538.730
257,539.431
258,535.772
259,532.871
260,524.399
261,525.463
262,529.183
263,529.994
264,526.283
265,533.521
266,526.608
267,531.068
268,531.576
269,535.630
270,529.543
271,527.701
272,523.309
273,522.315
274,530.669
275,524.621
276,521.688
277,519.463
278,510.154
279,519.505
280,515.228
281,517.170
282,514.810
283,520.765
284,518.842
285,519.244
286,518.132
287,516.125
288,513.666
289,513.383
290,510.830
291,511.704
292,511.502
293,510.058
294,518.765
295,510.379
296,509.486
297,518.180
298,525.588
299,511.257
300,517.460
