Frame,Mean
0,8.32869
1,8.49006
2,8.25510
3,8.58858
4,8.43094
5,8.30703
6,8.22492
7,8.21907
8,8.25457
9,8.16749
10,8.13732
11,7.92668
12,8.03329
13,7.90023
14,8.07749
15,7.89597
16,7.80650
17,7.82665
18,7.77374
19,7.64380
20,7.81679
21,7.67655
22,7.37041
23,7.60927
24,7.49867
25,7.44905
26,7.34591
27,7.40138
28,7.58246
29,7.45819
30,7.54261
31,7.32230
32,7.46423
33,7.32762
34,7.53977
35,7.43476
36,7.39038
37,7.38585
38,7.37795
39,7.23522
40,7.36730
41,7.29940
42,7.29833
43,7.26753
44,7.23416
45,7.24516
46,7.40618
47,7.38949
48,7.14495
49,7.38328
50,7.23194
51,7.27019
52,7.31360
53,7.27055
54,7.31972
55,7.26877
56,7.20699
57,7.29460
58,7.27747
59,7.29558
60,7.25874
61,7.29966
62,7.17797
63,7.36801
64,7.27783
65,7.24445
66,7.38558
67,7.32230
68,7.37156
69,7.36757
70,7.37671
71,7.22998
72,7.27756
73,7.28377
74,7.27312
75,7.30162
76,7.24250
77,7.22439
78,7.31378
79,7.30712
80,7.21019
81,7.28866
82,7.36428
83,7.33677
84,7.36783
85,7.28244
86,7.32372
87,7.38115
88,7.27800
89,7.28315
90,7.31209
91,7.30659
92,7.35860
93,7.20797
94,7.36135
95,7.19927
96,7.34901
97,7.14246
98,7.26212
99,7.29132
100,7.15755
101,7.24587
102,7.36650
103,7.24676
104,7.30801
105,7.09444
106,7.22998
107,7.30792
108,7.15241
109,7.20593
110,7.26886
111,7.23549
112,7.11317
113,7.32168
114,7.23993
115,7.23922
116,7.18605
117,7.17131
118,7.18054
119,7.09382
120,7.20806
121,7.21001
122,7.27765
123,7.26549
124,7.26434
125,7.26531
126,7.30339
127,7.29602
128,7.30144
129,7.18578
130,7.11885
131,7.27508
132,7.21942
133,7.38514
134,7.28218
135,7.34449
136,7.34964
137,7.13829
138,7.11805
139,7.24516
140,7.21214
141,7.16412
142,7.11308
143,7.33677
144,7.23824
145,7.33233
146,7.25155
147,7.15152
148,7.27880
149,7.18400
150,7.09276
151,7.22714
152,7.16483
153,7.33819
154,7.28670
155,7.29638
156,7.12906
157,7.22031
158,7.24445
159,7.17540
160,7.35123
161,7.25528
162,7.21942
163,7.13510
164,7.28138
165,7.28688
166,7.31200
167,7.23513
168,7.29815
169,7.25794
170,7.31910
171,7.15746
172,7.25031
173,7.22111
174,7.21321
175,7.19643
176,7.26762
177,7.18667
178,7.28466
179,7.29878
180,7.24623
181,7.23762
182,7.25564
183,7.24223
184,7.30064
185,7.33304
186,7.38168
187,7.41470
188,7.21658
189,7.29469
190,7.27712
191,7.25519
192,7.45446
193,7.34209
194,7.42375
195,7.28679
196,7.33907
197,7.37609
198,7.49964
199,7.26922
200,7.29318
201,7.23788
202,7.32780
203,7.30721
204,7.27170
205,7.16093
206,7.18862
207,7.23868
208,7.16599
209,7.31227
210,7.24534
211,7.33082
212,7.21223
213,7.25084
214,7.30312
215,7.21827
216,7.20522
217,7.22510
218,7.19794
219,7.26611
220,7.20478
221,7.08424
222,7.17761
223,7.16528
224,7.21986
225,7.39624
226,7.22927
227,7.14974
228,7.10376
229,7.27268
230,7.40227
231,7.21907
232,7.14593
233,7.10687
234,7.16483
235,7.13749
236,7.06160
237,7.22581
238,7.13847
239,7.19759
240,7.16599
241,7.17397
242,7.13838
243,7.15356
244,7.17974
245,7.30703
246,7.25342
247,7.09231
248,7.06906
249,7.14193
250,7.16448
251,7.19262
252,7.09240
253,7.18889
254,7.11530
255,7.17282
256,7.29025
257,7.14548
258,7.18986
259,7.20584
260,6.97577
261,7.07820
262,7.10936
263,7.13519
264,7.16945
265,7.12595
266,7.02974
267,7.22945
268,7.14309
269,7.07376
270,7.17229
271,7.21188
272,7.16590
273,7.14016
274,7.10989
275,7.08317
276,7.03453
277,7.14415
278,7.13590
279,7.04616
280,7.00923
281,7.11362
282,7.18108
283,7.21516
284,7.23646
285,7.15826
286,7.10705
287,7.18374
288,7.21134
289,7.23558
290,7.13243
291,7.16616
