Frame,Mean
0,125.9780
1,128.8496
2,129.4086
3,128.1073
4,128.3885
5,129.2338
6,129.5047
7,128.8618
8,126.3369
9,126.8341
10,127.6373
11,125.7366
12,122.8829
13,121.4428
14,119.5033
15,116.2966
16,115.2390
17,114.9892
18,112.4653
19,112.0478
20,108.7010
21,105.9452
22,105.0141
23,102.6026
24,102.5216
25,101.7498
26,100.4527
27,100.4077
28,101.4138
29,99.2788
30,98.0323
31,95.8252
32,96.5131
33,93.7812
34,92.5684
35,90.7826
36,91.7619
37,90.0497
38,90.1317
39,87.5773
40,88.3744
41,85.4110
42,86.0792
43,83.8083
44,83.8266
45,83.5759
46,83.6312
47,79.8486
48,82.6101
49,80.1968
50,78.6003
51,78.1148
52,78.2502
53,78.6467
54,79.3196
55,77.0862
56,73.8463
57,74.1739
58,73.5647
59,71.3458
60,72.7273
61,72.4761
62,68.3158
63,70.5098
64,67.9311
65,67.9353
66,66.6509
67,66.3988
68,66.9709
69,66.1471
70,65.0103
71,64.7980
72,64.4564
73,63.7873
74,64.4250
75,63.7291
76,61.6457
77,62.7156
78,60.9963
79,62.9067
80,60.7001
81,62.4442
82,61.2844
83,60.9574
84,60.8744
85,59.4021
86,59.7395
87,58.6134
88,58.4578
89,57.3871
90,56.7470
91,56.8922
92,58.1968
93,57.5122
94,57.0684
95,57.8519
96,58.1148
97,57.0773
98,56.6289
99,54.7156
100,55.0445
101,55.9250
102,54.7390
103,55.6518
104,55.2310
105,54.8261
106,54.4119
107,53.6209
108,54.3547
109,53.2554
110,54.0398
111,53.4461
112,52.4288
113,51.8397
114,51.1603
115,51.2990
116,51.9527
117,52.7254
118,51.1532
119,50.6612
120,51.5745
121,50.7104
122,50.5740
123,50.3599
124,51.5783
125,49.8196
126,49.9400
127,49.8046
128,50.1490
129,50.8978
130,51.1856
131,50.5028
132,50.5956
133,50.4602
134,50.9911
135,50.2193
136,48.3758
137,47.6696
138,49.6471
139,47.3130
140,47.8843
141,47.8739
142,48.1799
143,47.7188
144,46.3721
145,46.8936
146,45.4475
147,48.4410
148,48.8322
149,47.6978
150,47.2929
151,46.6729
152,47.6664
153,48.2338
154,46.1293
155,45.4714
156,46.8238
157,44.9297
158,45.0155
159,46.4049
160,45.3599
161,44.1059
162,46.2807
163,44.7207
164,44.8557
165,46.5037
166,44.0520
167,45.2624
168,45.8936
169,45.1903
170,44.6518
171,44.5647
172,43.9761
173,44.4981
174,44.8351
175,44.8777
176,45.8074
177,46.8889
178,47.9208
179,47.9939
180,48.2432
181,48.9531
182,48.4606
183,47.2343
184,46.4372
185,47.0947
186,46.3908
187,47.1354
188,46.9044
189,47.6935
190,46.1724
191,44.8004
192,44.9456
193,44.9869
194,43.9574
195,44.1425
196,44.1664
197,45.1406
198,42.5797
199,43.3519
200,43.4044
201,41.9466
202,42.5558
203,42.7643
204,42.3238
205,41.4869
206,40.7662
207,41.0342
208,39.8055
209,40.5033
210,41.1649
211,40.8510
212,39.6570
213,40.2343
214,38.4658
215,39.9199
216,40.8088
217,41.1111
218,39.7268
219,40.1846
220,38.4780
221,39.3383
222,40.5408
223,39.7976
224,39.5900
225,39.2685
226,38.5750
227,39.4480
228,39.5778
229,39.6036
230,39.1865
231,38.7127
232,38.4494
233,37.3978
234,38.4691
235,39.4021
236,36.8229
237,38.4199
238,38.1607
239,37.8866
240,38.6401
241,37.8280
242,39.0206
243,38.0965
244,37.8660
245,37.1692
246,38.3744
247,37.7887
248,37.7849
249,37.2301
250,38.4916
251,37.7085
252,36.9325
253,37.8313
254,37.5384
255,39.0886
256,37.0745
257,37.9442
258,38.4738
259,38.0909
260,37.4456
261,37.6621
262,37.3875
263,39.1214
264,37.9489
265,38.7334
266,38.8318
267,37.4611
268,37.8899
269,37.0595
270,37.4152
271,38.3772
272,39.0206
273,38.8894
274,38.6111
275,39.8210
276,38.7615
277,38.5872
278,39.6232
279,39.5159
280,39.2540
281,38.4007
282,39.6415
283,40.5412
284,39.4269
285,39.5628
286,39.0708
287,40.1809
288,38.9311
289,39.3711
290,39.6598
291,39.5455
