Frame,Mean
0,94.8100
1,94.4094
2,94.6564
3,96.0607
4,95.9365
5,95.5714
6,96.1470
7,95.9429
8,94.4451
9,95.2690
10,95.0109
11,95.4314
12,95.3002
13,95.2073
14,93.6761
15,92.6507
16,92.2009
17,91.2878
18,91.6470
19,90.8726
20,90.0047
21,89.3355
22,88.5226
23,89.5226
24,88.4761
25,88.1773
26,88.5148
27,88.6085
28,85.0735
29,85.6850
30,84.2613
31,84.2806
32,82.4372
33,81.8055
34,81.1291
35,79.6910
36,79.7938
37,78.9132
38,78.6367
39,78.1953
40,77.9445
41,77.4098
42,76.1558
43,74.6549
44,74.6820
45,73.7756
46,72.4523
47,74.1041
48,73.2241
49,73.2276
50,70.6214
51,70.2367
52,69.1532
53,69.4019
54,68.4436
55,66.9853
56,66.6671
57,65.5748
58,65.1818
59,65.5929
60,63.7989
61,64.8829
62,64.8400
63,64.3457
64,65.2186
65,63.6814
66,61.8470
67,61.0306
68,61.8592
69,61.0818
70,60.5180
71,60.4303
72,59.0414
73,58.8784
74,58.4538
75,57.5962
76,57.3303
77,56.5776
78,55.9043
79,55.7103
80,57.3182
81,56.8718
82,58.5945
83,56.4930
84,56.7154
85,57.1449
86,56.0921
87,55.8212
88,53.5252
89,53.6784
90,53.8459
91,53.1735
92,52.6842
93,53.0071
94,52.0368
95,51.7179
96,51.3923
97,50.8387
98,51.7515
99,51.1528
100,51.1915
101,50.7712
102,50.4626
103,51.1000
104,50.7075
105,50.5859
106,50.1135
107,51.0143
108,49.8870
109,51.1481
110,50.7942
111,50.3115
112,49.0968
113,48.9694
114,48.7545
115,47.7030
116,48.3318
117,47.8438
118,47.4718
119,46.9145
120,46.7310
121,45.1893
122,46.1316
123,44.8622
124,45.1242
125,44.7203
126,44.6259
127,44.9145
128,46.3030
129,46.6246
130,46.0748
131,46.9803
132,46.2607
133,46.0771
134,46.1030
135,46.4836
136,46.1541
137,45.5632
138,46.5564
139,44.9611
140,45.1647
141,44.2555
142,43.1036
143,44.5628
144,44.2276
145,44.8823
146,44.2438
147,44.3487
148,44.1070
149,42.7974
150,41.7605
151,43.6346
152,43.3032
153,42.8585
154,42.8387
155,42.0301
156,42.4647
157,41.3859
158,43.9987
159,43.7944
160,44.7250
161,44.8194
162,44.1705
163,44.3070
164,44.9237
165,43.8545
166,43.5686
167,43.0767
168,43.9818
169,41.4812
170,42.4949
171,42.0096
172,41.6430
173,41.7092
174,41.3750
175,41.7284
176,42.2477
177,41.8021
178,40.7720
179,42.4677
180,42.8297
181,43.3929
182,42.3427
183,42.3677
184,42.0551
185,41.5212
186,42.7060
187,43.3592
188,43.4902
189,43.3019
190,41.8585
191,42.4421
192,42.3712
193,41.7197
194,42.8077
195,42.1049
196,41.4836
197,42.7162
198,42.0962
199,41.1179
200,40.9120
201,40.8370
202,41.0799
203,41.2312
204,41.2509
205,40.9118
206,41.6910
207,40.6109
208,38.9555
209,40.9267
210,40.4256
211,39.3246
212,39.8021
213,40.1231
214,37.8133
215,38.8410
216,39.8688
217,39.3541
218,39.3812
219,39.4064
220,38.6564
221,38.0312
222,38.5714
223,37.9652
224,38.1805
225,38.5259
226,38.2071
227,38.8570
228,38.5539
229,38.6867
230,39.2402
231,38.7070
232,39.3117
233,38.2855
234,37.6098
235,38.6184
236,37.6588
237,36.9767
238,36.6101
239,36.1496
240,35.9398
241,35.3558
242,36.0026
243,35.5214
244,36.2382
245,36.6763
246,36.4393
247,36.9632
248,37.4148
249,37.9720
250,36.5167
251,35.6665
252,36.2782
253,35.8966
254,37.6194
255,37.4197
256,37.2716
257,37.6434
258,38.0934
259,38.3699
260,37.3801
261,37.1601
262,35.6361
263,37.0506
264,36.5669
265,37.6408
266,37.1898
267,37.1724
268,36.9823
269,36.1846
270,36.7415
271,36.6472
272,36.5727
273,37.2107
274,35.9900
275,36.3506
276,36.6032
277,36.8598
278,37.1692
279,37.7164
280,37.1985
281,37.0906
282,38.2177
283,37.0156
284,37.4395
285,37.8665
286,38.0821
287,37.8150
288,38.0273
289,38.7218
290,37.5258
291,38.3921
