Frame,Mean
0,32.8384
1,32.8622
2,33.1621
3,32.9835
4,33.3236
5,32.9600
6,32.9317
7,33.5805
8,33.1320
9,32.1537
10,31.1472
11,30.8525
12,30.3378
13,30.5499
14,30.6176
15,30.0761
16,29.4106
17,29.1968
18,28.9811
19,28.7516
20,28.6111
21,28.3803
22,28.0343
23,27.9934
24,27.3256
25,27.1299
26,27.3169
27,26.5408
28,26.3175
29,26.7991
30,26.2991
31,26.0783
32,25.7516
33,25.9521
34,25.9787
35,25.8959
36,25.5556
37,24.9691
38,25.0504
39,25.4126
40,25.2002
41,25.2084
42,25.1090
43,24.7141
44,24.7080
45,24.4740
46,24.1383
47,24.1931
48,23.8897
49,23.7858
50,24.2252
51,24.0717
52,24.1106
53,24.0779
54,23.8640
55,23.7339
56,23.8205
57,23.5814
58,23.4957
59,23.7066
60,23.5188
61,23.3277
62,23.6531
63,23.2874
64,23.5217
65,23.4307
66,23.0997
67,23.3160
68,23.6265
69,23.1386
70,23.3704
71,23.2324
72,22.9468
73,22.9216
74,23.1501
75,22.9234
76,23.0834
77,23.2680
78,23.3136
79,23.1086
80,23.1523
81,22.7727
82,22.9333
83,22.9125
84,22.7280
85,22.4863
86,22.4047
87,22.3628
88,22.3937
89,22.4064
90,22.4486
91,22.4045
92,22.3992
93,22.2481
94,22.2299
95,22.3936
96,21.9905
97,22.2183
98,22.3021
99,22.5229
100,22.3981
101,22.2385
102,21.9084
103,21.9222
104,22.0204
105,21.8470
106,21.9389
107,22.1332
108,22.2051
109,22.0303
110,22.3042
111,22.1567
112,22.0426
113,21.9833
114,21.7588
115,21.7544
116,21.8799
117,21.5989
118,21.5441
119,21.7975
120,21.8132
121,21.7331
122,21.8198
123,21.6626
124,21.9788
125,22.2595
126,22.0099
127,22.2204
128,22.0923
129,21.9911
130,22.3286
131,22.3782
132,22.2681
133,22.2537
134,22.5362
135,22.2147
136,22.3350
137,22.4157
138,22.1972
139,22.1067
140,22.4318
141,21.9360
142,22.2491
143,22.3185
144,22.2982
145,22.3489
146,22.5457
147,22.4939
148,22.4807
149,22.1634
150,22.0286
151,22.3213
152,22.5277
153,22.2887
154,22.3387
155,22.4987
156,22.3514
157,22.1981
158,22.1906
159,22.1347
160,22.5697
161,22.4898
162,22.3696
163,22.6002
164,22.3734
165,22.0900
166,22.1953
167,22.2119
168,22.3153
169,22.0963
170,22.4066
171,22.2170
172,22.4261
173,22.4255
174,22.4407
175,22.2710
176,22.5121
177,22.2686
178,22.4424
179,22.4124
180,22.3657
181,22.6139
182,22.3999
183,22.6682
184,22.5954
185,22.6524
186,22.4246
187,22.5976
188,22.5883
189,22.5048
190,22.5303
191,22.4310
192,22.1668
193,22.5234
194,22.4740
195,22.2403
196,22.3810
197,22.5647
198,22.1504
199,22.3999
200,22.3960
201,22.3802
202,22.5068
203,22.5825
204,22.4139
205,22.4946
206,22.6044
207,22.5014
208,22.6528
209,22.4893
210,22.4667
211,22.5500
212,22.4839
213,22.3165
214,22.2000
215,22.3706
216,22.0409
217,22.5436
218,22.6019
219,22.3605
220,22.3255
221,22.2140
222,22.2904
223,22.3750
224,21.8948
225,21.9656
226,22.5619
227,22.2612
228,22.1267
229,22.4537
230,22.3991
231,21.8587
232,22.2905
233,22.1539
234,22.0527
235,22.5467
236,22.2362
237,22.1661
238,22.3653
239,22.3881
240,22.1256
241,22.0525
242,22.2295
243,22.1044
244,22.2323
245,22.0770
246,22.1782
247,22.3258
248,22.3579
249,22.1480
250,22.1259
251,22.0477
252,22.0795
253,22.1652
254,22.3555
255,22.5703
256,22.0933
257,22.7062
258,22.2732
259,22.3125
260,21.9508
261,22.1565
262,22.2033
263,22.2842
264,22.2086
265,22.1254
266,22.2133
267,22.2125
268,21.9514
269,22.0365
270,21.9018
271,21.6963
272,21.4987
273,21.6026
274,21.4814
275,21.6427
276,21.9004
277,21.8736
278,22.0055
279,21.6909
280,21.5859
281,21.5079
282,21.5829
283,21.3749
284,21.3619
285,21.3978
286,21.3611
287,21.5343
288,21.6169
289,21.4778
290,21.6489
291,21.7063
