Frame,Mean
0,1792.080
1,1784.861
2,1771.913
3,1771.058
4,1758.476
5,1757.206
6,1757.949
7,1740.527
8,1714.022
9,1730.371
10,1729.541
11,1730.354
12,1758.214
13,1751.505
14,1753.388
15,1760.378
16,1754.628
17,1760.708
18,1785.752
19,1798.338
20,1795.599
21,1808.986
22,1815.306
23,1805.600
24,1825.845
25,1808.474
26,1836.912
27,1854.429
28,1858.367
29,1859.054
30,1877.395
31,1882.813
32,1867.423
33,1896.313
34,1888.624
35,1898.071
36,1917.583
37,1922.923
38,1936.221
39,1953.325
40,1940.384
41,1936.604
42,1949.923
43,1942.724
44,1959.070
45,1975.519
46,1963.255
47,1971.304
48,1976.085
49,1969.151
50,1984.923
51,2004.201
52,2002.913
53,2010.418
54,2033.070
55,2021.332
56,2025.818
57,2040.388
58,2031.318
59,2039.883
60,2053.366
61,2034.723
62,2040.696
63,2067.182
64,2055.548
65,2066.320
66,2068.253
67,2074.325
68,2074.481
69,2085.704
70,2081.906
71,2088.082
72,2075.517
73,2083.238
74,2089.879
75,2108.475
76,2101.469
77,2107.804
78,2116.908
79,2103.769
80,2108.185
81,2096.549
82,2097.663
83,2091.194
84,2090.767
85,2117.461
86,2105.845
87,2120.124
88,2126.915
89,2109.866
90,2144.810
91,2137.928
92,2148.753
93,2147.775
94,2135.638
95,2136.092
96,2133.296
97,2137.058
98,2143.643
99,2162.121
100,2162.389
101,2169.658
102,2188.095
103,2169.406
104,2184.826
105,2188.388
106,2190.398
107,2182.959
108,2192.660
109,2191.900
110,2203.896
111,2201.196
112,2183.315
113,2211.355
114,2202.920
115,2196.556
116,2218.985
117,2234.241
118,2205.255
119,2211.221
120,2222.656
121,2213.662
122,2232.771
123,2230.107
124,2203.221
125,2225.104
126,2229.993
127,2231.355
128,2239.826
129,2247.201
130,2225.588
131,2233.361
132,2243.238
133,2240.815
134,2250.233
135,2257.192
136,2244.401
137,2251.786
138,2259.461
139,2231.428
140,2250.060
141,2247.009
142,2236.112
143,2240.345
144,2249.479
145,2242.323
146,2263.753
147,2267.611
148,2261.344
149,2285.434
150,2267.978
151,2250.699
152,2276.879
153,2285.985
154,2272.825
155,2288.139
156,2273.711
157,2260.206
158,2282.811
159,2269.850
160,2280.922
161,2292.083
162,2302.347
163,2278.452
164,2298.383
165,2296.888
166,2285.718
167,2281.129
168,2306.548
169,2282.410
170,2297.978
171,2299.075
172,2283.718
173,2314.014
174,2296.973
175,2281.051
176,2323.139
177,2319.881
178,2296.781
179,2312.381
180,2312.842
181,2281.672
182,2301.777
183,2296.699
184,2305.400
185,2325.837
186,2322.133
187,2295.209
188,2322.826
189,2317.287
190,2308.454
191,2324.583
192,2333.787
193,2313.213
194,2323.366
195,2346.349
196,2341.713
197,2360.151
198,2350.609
199,2333.759
200,2344.519
201,2333.292
202,2324.107
203,2349.415
204,2352.512
205,2342.551
206,2359.374
207,2336.219
208,2330.811
209,2352.837
210,2354.844
211,2344.304
212,2369.201
213,2355.582
214,2345.879
215,2354.534
216,2357.116
217,2330.105
218,2356.563
219,2344.604
220,2315.197
221,2339.529
222,2330.049
223,2349.668
224,2349.107
225,2333.427
226,2337.975
227,2333.060
228,2344.708
229,2341.322
230,2346.194
231,2346.643
232,2344.267
233,2377.417
234,2354.634
235,2365.602
236,2368.755
237,2379.668
238,2350.714
239,2377.002
240,2366.682
241,2360.675
242,2367.051
243,2362.235
244,2355.156
245,2365.609
246,2358.789
247,2326.777
248,2353.184
249,2362.561
250,2356.656
251,2340.861
252,2353.162
253,2350.959
254,2337.718
255,2361.245
256,2348.417
257,2338.949
258,2353.271
259,2356.354
260,2348.968
261,2347.100
262,2324.879
263,2331.556
264,2331.458
265,2326.340
266,2323.617
267,2340.367
268,2309.869
269,2307.374
270,2319.349
271,2325.105
272,2323.459
273,2343.713
274,2329.736
275,2310.728
276,2340.088
277,2317.765
278,2321.042
279,2343.852
280,2347.889
281,2330.085
282,2346.124
283,2340.823
284,2311.320
285,2344.713
286,2317.937
287,2313.961
288,2340.442
289,2323.570
290,2305.012
291,2330.502
