[sec],Mean
0,174.3665
1,169.8168
2,154.3874
3,148.6387
4,148.6597
5,147.8272
6,148.5654
7,151.6963
8,151.4869
9,152.2722
10,152.1571
11,151.7749
12,151.8796
13,156.6335
14,157.9633
15,155.5131
16,159.8220
17,157.3613
18,158.5969
19,161.0576
20,159.6440
21,161.5864
22,159.4450
23,164.0209
24,163.7487
25,163.5654
26,163.6702
27,167.5707
28,164.0209
29,163.5079
30,166.3927
31,165.7592
32,166.0785
33,167.4084
34,166.2356
35,169.8063
36,168.6649
37,171.1152
38,171.2147
39,169.9372
40,170.5759
41,168.3822
42,169.3194
43,171.2356
44,166.9162
45,169.4189
46,171.5811
47,168.5340
48,170.2094
49,174.0262
50,170.4712
51,173.5654
52,171.0209
53,172.0785
54,172.1518
55,169.3508
56,172.5602
57,170.7644
58,174.0157
59,174.2722
