[sec],Mean
0,2603.794
1,2168.701
2,1883.278
3,1737.196
4,1665.031
5,1652.711
6,1644.062
7,1639.619
8,1683.783
9,1666.412
10,1657.969
11,1686.876
12,1681.866
13,1670.278
14,1711.062
15,1704.969
16,1712.753
17,1715.660
18,1742.350
19,1733.412
20,1753.588
21,1736.103
22,1752.309
23,1768.278
24,1732.505
25,1749.227
26,1772.536
27,1805.484
28,1773.979
29,1777.464
30,1759.093
31,1780.711
32,1783.897
33,1768.814
34,1800.206
35,1777.876
36,1795.948
37,1798.546
38,1790.536
39,1809.350
40,1787.433
41,1805.876
42,1808.928
43,1817.402
44,1815.134
45,1803.979
46,1807.340
47,1814.021
48,1791.083
49,1784.371
50,1798.392
51,1797.701
52,1782.650
53,1808.722
54,1792.443
55,1781.742
56,1810.289
57,1804.938
58,1802.814
59,1829.474
