[sec],Mean
0,1151.818
1,844.377
2,710.974
3,659.182
4,657.039
5,647.351
6,650.519
7,660.234
8,657.623
9,664.338
10,672.091
11,694.740
12,694.896
13,702.844
14,707.558
15,711.870
16,720.675
17,724.325
18,731.260
19,735.883
20,749.429
21,738.468
22,758.844
23,774.429
24,754.584
25,757.818
26,769.169
27,784.286
28,788.584
29,783.000
30,791.312
31,786.247
32,794.403
33,799.156
34,799.481
35,807.364
36,791.753
37,807.338
38,826.805
39,831.299
40,831.818
41,824.584
42,829.688
43,831.675
44,835.013
45,843.377
46,838.948
47,825.974
48,847.390
49,853.416
50,858.935
51,846.039
52,855.792
53,850.831
54,869.857
55,862.299
56,859.351
57,863.922
58,862.286
59,872.831
