0,117.1069
10,118.0898
20,119.1082
30,120.0894
40,120.8639
50,121.7259
60,122.2931
70,122.7249
80,123.3155
90,124.0355
100,124.266
110,124.8713
120,125.2057
130,125.4642
140,125.8433
150,126.1842
160,126.5127
170,126.7331
180,127.0269
190,127.1963
200,127.5888
210,127.8423
220,128.1987
230,128.2962
240,128.5947
250,128.6534
260,129.0158
270,129.1663
280,129.6154
290,129.5624
300,129.6894
310,129.6784
320,129.9845
330,130.1542
340,130.2679
350,130.1862
360,130.4931
370,130.6916
380,130.7628
390,130.717
400,130.773
410,130.9792
420,130.9776
430,131.1968
440,131.2817
450,131.3341
460,131.4127
470,131.3312
480,131.5836
490,131.5009
500,131.8675
510,131.9467
520,132.1874
530,132.3316
540,132.4126
550,132.409
560,132.6871
570,132.8388
580,132.9711
590,133.0863
600,133.0317
610,133.4173
620,133.4328
630,133.3833
640,133.3475
650,133.2336
660,133.4081
670,133.4762
680,133.3219
690,133.3689
700,133.4716
710,133.3867
720,133.4055
730,133.6358
740,133.7022
750,133.4799
760,133.6234
770,133.6423
780,133.6202
790,133.6307
800,133.6544
810,133.6456
820,133.4884
830,133.7453
840,133.7698
850,133.6713
860,133.7055
870,133.7534
880,133.949
890,133.7452
900,133.8018
910,133.7553
920,133.8454
930,133.7858
940,133.7141
950,133.6116
960,133.2919
970,133.3199
980,133.496
990,133.4758
1000,133.6002
1010,133.5863
1020,133.5252
1030,133.491
1040,133.4616
1050,133.7034
1060,133.5098
1070,133.5791
1080,133.4677
1090,133.5735
1100,133.5378
1110,133.5186
1120,133.4068
1130,133.6104
1140,133.5423
1150,133.5408
1160,133.5591
1170,133.2901
1180,133.5547
1190,133.8459
1200,133.6384
1210,133.5816
1220,133.4541
1230,133.5817
1240,133.5368
1250,133.6424
1260,133.6565
1270,133.6594
1280,133.541
1290,133.7852
1300,133.6085
1310,133.5835
1320,133.6414
1330,133.6329
1340,133.5249
1350,133.5527
1360,133.4759
1370,133.3845
1380,133.4599
1390,133.4149
1400,133.37
1410,133.4285
1420,133.4884
1430,133.3231
1440,133.3459
1450,133.5683
1460,133.4962
1470,133.3993
1480,133.3955
1490,133.3651
1500,133.4068
1510,133.3479
1520,133.376
1530,133.3258
1540,133.4865
1550,133.6359
1560,133.7828
1570,133.7287
1580,133.5935
1590,133.6685
1600,133.6339
1610,133.5762
1620,133.6556
