[sec],Mean
NaN,2566.195
Infinity,1996.415
Infinity,1573.585
Infinity,1315.781
Infinity,1170.439
Infinity,1054.098
Infinity,977.951
Infinity,915.122
Infinity,813.219
Infinity,825.122
Infinity,863.829
Infinity,904.219
Infinity,825.268
Infinity,814.268
Infinity,714.927
Infinity,709.512
Infinity,732.171
Infinity,680.976
Infinity,668.024
Infinity,688.439
Infinity,718.219
Infinity,699.098
Infinity,705.756
Infinity,702.537
Infinity,677.146
Infinity,708.951
Infinity,660.537
Infinity,661.463
Infinity,665.878
Infinity,674.732
Infinity,681.268
Infinity,692.244
Infinity,718.951
Infinity,716.219
Infinity,732.707
Infinity,696.317
Infinity,680.805
Infinity,689.561
Infinity,648.756
Infinity,639.171
Infinity,645.390
Infinity,647.317
Infinity,621.829
Infinity,635.781
Infinity,617.659
Infinity,629.512
Infinity,637.927
Infinity,627.537
Infinity,640.000
Infinity,640.683
Infinity,640.878
Infinity,662.976
Infinity,627.390
Infinity,669.146
Infinity,675.537
Infinity,675.122
Infinity,632.244
Infinity,639.902
Infinity,621.317
Infinity,651.024
Infinity,604.683
Infinity,606.463
Infinity,677.049
Infinity,732.024
Infinity,698.683
Infinity,671.463
Infinity,622.610
Infinity,609.171
Infinity,602.829
Infinity,599.439
Infinity,582.634
Infinity,614.488
Infinity,620.219
Infinity,642.049
Infinity,617.976
Infinity,655.610
Infinity,647.463
Infinity,641.878
Infinity,593.585
Infinity,601.024
Infinity,577.171
Infinity,564.756
Infinity,534.073
Infinity,552.000
Infinity,543.000
Infinity,558.098
Infinity,559.537
Infinity,557.781
Infinity,535.171
Infinity,530.073
Infinity,552.341
Infinity,562.122
Infinity,542.073
Infinity,550.683
Infinity,550.561
Infinity,534.000
Infinity,551.902
Infinity,591.659
Infinity,540.707
Infinity,534.171
Infinity,518.927
Infinity,528.829
Infinity,536.634
Infinity,533.976
Infinity,508.683
Infinity,532.171
Infinity,517.951
Infinity,514.951
Infinity,519.195
Infinity,542.683
Infinity,516.659
Infinity,525.781
Infinity,534.634
Infinity,514.927
Infinity,525.634
Infinity,528.683
Infinity,523.244
Infinity,517.195
Infinity,501.683
Infinity,501.024
Infinity,529.195
