Time,ROI,Whole,Back
0,700.161,166.2499,31.05968
0.31,687.112,165.545,31.28851
0.619,687.329,164.3469,30.16422
0.93,671.128,164.0917,29.29007
1.241,707.69,163.7053,30.52643
1.551,661.634,162.442,30.90604
1.864,670.438,161.8319,30.84909
2.173,686.02,161.677,30.28643
2.483,688.229,160.8009,29.88929
2.792,689.055,158.5153,29.26487
3.101,643.865,157.7107,30.69487
3.411,651.777,156.3954,30.11903
3.721,677.468,157.6728,29.38643
4.035,638.812,156.7104,30.02909
4.344,661.946,156.3572,30.02961
4.653,633.426,155.0137,29.89747
4.962,659.288,155.4529,28.75597
5.271,643.339,153.561,29.98643
5.58,656.957,154.9956,30.72721
5.893,632.924,153.2386,29.82059
6.332,296.295,145.236,30.45552
6.643,197.928,139.1385,30.21513
7.071,257.077,138.3117,30.25201
7.38,260.001,138.7926,30.55649
7.691,250.548,136.9039,30.23201
8.004,270.706,136.886,30.48922
8.313,256.468,137.6853,30.53448
8.624,275.214,137.0208,31.1163
8.935,274.964,136.2224,29.94253
9.244,275.665,135.8126,30.05033
9.553,275.209,136.5993,31.29292
9.867,261.506,134.3425,29.31052
10.176,272.859,137.149,30.63104
10.486,268.736,135.6567,29.92422
10.795,293.689,135.1919,30.00935
11.106,272.396,133.39,30.4113
11.416,285.839,133.9121,30.94123
11.725,291.352,135.1042,29.68429
12.039,275.999,133.4472,29.56052
12.35,277.357,132.4706,30.52104
12.66,274.876,132.4474,29.43883
12.969,276.209,133.0176,29.74409
13.278,273.789,131.1448,29.39695
13.587,284.954,133.015,30.12033
13.9,278.109,130.5576,29.74156
14.21,284.485,130.7365,29.805
14.519,287.867,131.0975,30.40318
14.828,273.295,132.4682,29.94455
15.137,267.36,131.605,30.29805
15.447,284.059,130.5939,28.87331
15.756,257.57,129.2198,29.52429
16.069,282.457,129.2803,29.45415
16.379,285.321,130.8169,29.15442
16.69,292.743,130.3329,29.50779
17.001,273.104,129.2457,29.455
17.31,282.614,128.9997,29.39961
17.619,281.254,127.8931,29.59
17.933,280.707,127.6397,30.67487
18.242,277.174,127.1823,30.03669
18.551,297.07,128.6595,30.25584
18.861,292.124,128.6681,29.95955
19.17,265.606,126.0184,29.41052
19.479,287.111,128.2197,30.05195
19.788,302.168,126.7368,29.70714
20.101,282.068,126.8453,30.13792
20.41,267.542,126.0499,30.09948
20.719,299.832,125.984,29.99299
21.028,282.784,125.5349,29.8339
21.338,272.293,125.9107,29.49377
21.647,274.198,125.6909,29.87007
21.96,299.393,125.5545,29.48071
22.269,267.304,124.2987,29.78344
26.273,276.226,125.9357,29.70104
30.273,284.885,125.777,30.30708
34.274,277.472,125.9863,29.51455
38.274,287.359,125.8502,28.85578
42.274,287.773,127.5309,29.98429
46.274,297.093,128.2532,30.10662
50.274,278.41,127.9344,29.18526
54.275,285.284,128.9745,28.8
58.274,290.91,129.894,29.21065
62.275,306.463,131.6766,29.52877
66.275,312.472,133.3903,29.2163
70.276,344.593,134.0912,29.38383
74.275,326.697,132.3901,29.49825
78.276,345.548,133.6505,28.94701
82.276,356.595,132.953,29.06487
86.276,369,134.5518,29.08799
90.277,381.433,133.8922,30.2111
94.276,350.734,134.9339,29.51981
98.277,382.324,135.642,30.21156
102.277,365.686,136.3061,29.34519
106.278,378.402,137.4051,29.4787
110.277,379.42,138.134,30.54299
114.278,389.429,141.3541,29.7187
118.278,385.893,138.0199,29.11045
122.279,399.654,139.7401,29.81591
126.278,413.553,139.2252,29.50584
130.278,462.769,141.7385,30.08117
134.279,485.331,142.1292,29.39682
138.279,483.553,141.2471,30.18604
142.28,470.653,142.7196,29.22643
146.279,499.704,142.5986,29.87838
150.28,504.4,142.9974,29.21714
154.28,490.214,142.4935,29.37987
158.281,544.49,144.9582,29.10675
162.28,520.882,142.7583,28.78156
166.281,509.97,144.9084,29.84455
170.281,531.668,144.9744,29.50078
174.281,515.466,144.8656,29.94708
178.282,506.722,144.5587,29.68234
182.281,511.187,144.443,29.8826
186.282,522.966,143.2817,30.26493
190.282,488.519,144.4413,29.44734
194.283,497.257,143.8763,29.46052
198.282,523.694,146.0854,29.09799
202.283,516.061,143.6897,28.96727
206.283,508.392,145.5752,31.07851
210.284,506.377,143.2743,29.74831
214.283,484.47,144.7414,30.09169
218.283,509.939,142.8647,29.48597
222.284,520.235,143.7897,29.61286
