Time,ROI,Whole,Back
0,381,115.4072,29.35534
0.311,391.555,118.9518,27.63699
0.62,434.063,114.0295,29.87797
0.929,409.417,112.6527,28.86396
1.238,402.125,109.5067,28.31054
1.549,407.464,107.6938,29.00472
1.863,385.313,102.8622,29.45542
2.172,427.088,105.1357,29.21385
2.481,413.495,103.4403,28.00089
2.79,404.903,104.7824,30.23066
3.099,423.181,100.5135,29.99086
3.408,418.978,102.411,30.10376
3.717,399.05,96.825,29.53839
4.031,402.2,98.1283,29.25763
4.341,402.378,97.0194,29.55151
4.65,395.098,98.9086,28.21695
4.959,433.784,97.9872,28.51938
5.268,393.957,97.5951,29.11142
5.577,403.7,97.6412,28.56875
5.892,398.118,96.5869,29.76021
6.331,179.764,95.606,30.16271
6.642,137.584,89.7861,28.45041
7.072,178.887,89.2303,28.78055
7.381,172.177,92.3468,27.77141
7.69,183.681,89.8936,28.78379
8.003,172.657,89.6406,28.33545
8.312,194.365,89.0443,29.12926
8.621,165.94,91.8158,30.05365
8.93,174.247,90.6761,29.72867
9.24,198.097,89.8143,28.37273
9.55,198.391,90.6582,28.71349
9.864,203.779,89.694,28.56478
10.173,200.452,88.633,29.33574
10.483,213.587,91.6679,29.03567
10.794,206.708,90.2158,29.0084
11.103,202.945,90.3868,27.97332
11.414,202.538,91.1573,27.92542
11.723,204.416,88.262,28.53884
12.036,212.09,88.5527,29.4311
12.345,212.481,89.4203,29.5549
12.654,203.054,90.9665,27.6143
12.964,210.273,88.4682,28.74237
13.274,214.117,88.8842,28.53058
13.583,203.119,90.607,28.33721
13.896,213.686,87.7057,28.99337
14.206,207.182,89.44,28.68283
14.516,215.814,85.2457,29.36993
14.826,215.609,85.003,29.55623
15.135,214.177,86.6116,28.72719
15.445,197.694,86.0904,28.95873
15.754,228.879,86.644,29.73132
16.067,233.411,85.4276,28.50995
16.377,199.335,85.7482,28.27192
16.686,209.347,86.5329,28.84834
16.997,214.039,86.0259,30.52012
17.308,213.188,88.8706,28.60118
17.619,215.014,87.0129,28.1154
17.933,230.384,83.3024,29.41813
18.245,212.405,86.559,29.29359
18.554,214.055,83.5538,29.29152
18.864,233.728,84.9774,29.1182
19.175,216.831,88.0236,29.94621
19.484,224.819,84.7731,28.52365
19.793,217.143,84.7186,29.16846
20.107,220.929,85.4166,28.33456
20.416,248.345,85.2975,28.35387
20.727,212.339,84.7142,27.68401
21.037,242.566,82.4399,28.11643
21.347,229.47,83.09,28.66603
21.656,235.933,82.3503,26.9017
21.97,229.788,81.1697,27.63021
22.279,222.997,81.7957,28.38629
26.283,230.668,87.5803,27.56566
30.283,227.014,87.5122,29.12439
34.283,261.971,88.4263,28.28696
38.283,256.368,88.0358,28.97082
42.284,276.477,87.747,29.39145
46.284,254.273,89.1872,28.97848
50.284,266.327,84.0531,28.92027
54.284,270.308,88.8524,29.1157
58.284,276.674,89.5636,29.57465
62.285,310.427,89.2747,29.89595
66.285,270.137,88.3492,29.84466
70.285,293.114,88.6791,28.14945
74.285,302.875,87.8236,29.23154
78.286,310.678,89.2713,29.80589
82.286,315.588,87.88,29.42505
86.286,295.244,84.8351,30.15092
90.286,322.346,85.166,28.40324
94.286,292.666,89.2442,29.01813
98.287,304.782,89.8487,30.40177
102.287,312.51,85.9445,28.8532
106.287,307.526,86.0327,29.572
110.287,298.214,83.9845,29.90479
114.288,299.632,82.779,28.97096
118.288,330.2,84.4726,29.84982
122.288,309.37,83.5303,29.30494
126.288,315.951,84.1952,28.55564
130.289,300.072,85.2263,27.40295
134.289,334.686,86.8957,28.88371
138.288,334.38,85.1053,29.22108
142.289,312.424,86.198,28.59602
146.289,296.613,88.7255,27.93618
150.29,308.686,83.8579,29.02373
154.29,297.903,87.0103,29.1129
158.29,293.775,86.8323,29.6507
162.29,282.305,85.2381,28.11378
166.291,294.088,86.3445,27.67841
170.291,310.864,85.6002,28.78762
174.291,315.32,87.937,29.38644
178.291,308.988,86.6641,29.49816
182.291,295.337,85.1652,29.14001
186.292,289.193,85.7715,28.36993
190.291,294.013,84.8789,30.37156
194.292,300.02,84.9116,27.85394
198.292,299.796,85.1366,28.71496
202.293,302.774,89.5938,29.71069
206.293,310.559,86.7514,28.47826
210.293,329.042,85.5521,28.26573
214.293,318.365,86.7769,28.01651
218.293,297.069,86.798,28.6734
222.294,302.956,89.1882,27.33736
