Time,ROI,Whole Cell,Background
0,1706.991,867.441,37.6449
0.085,1645.855,833.05,35.2319
0.168,1571.587,817.771,40.1884
0.252,1544.734,802.955,29.7681
0.336,1560.558,797.389,31.8406
0.42,1574.884,795.201,42.2464
0.504,1486.254,785.041,34.8841
0.588,1509.033,786.623,31.2391
0.672,1486.421,781.992,36.087
0.756,1510.953,780.629,35.0942
0.84,1492.853,777.108,31.1812
0.923,1468.038,770.896,31.4275
1.007,1467.054,775.874,42.5797
1.091,1496.253,771.4,39.058
1.175,1485.761,764.234,41.0725
1.259,1484.307,763.01,36.3986
1.343,1460.846,764.737,34
1.427,1431.375,755.35,35.5507
1.511,1435.502,751.576,40.9783
1.595,1419.132,754.317,42.6159
1.679,1446.275,750.415,37.2536
1.763,1399.042,746.501,36.2174
1.847,1383.991,741.157,35.3261
1.934,1400.353,744.45,33.2754
2.018,1417.005,737.374,41.8768
2.14,1087.511,772.331,59.6159
2.224,930.894,769.284,61.5145
2.308,896.171,757.751,62.0435
2.392,816.687,748.769,58.5072
2.476,791.918,746.239,55.029
2.587,1056.667,705.738,59.7754
2.671,1069.964,702.769,50.2101
2.755,1143.153,704.142,52.8261
2.839,1183.582,700.532,50.942
2.923,1152.608,697.971,49.3406
3.007,1188.707,699.485,43.2101
3.091,1210.918,693.693,43.4203
3.175,1228.094,693.175,49.3913
3.258,1217.194,696.88,46.5072
3.342,1187.838,688.514,52.2681
3.426,1203.522,692.288,42.3986
3.51,1237.428,685.416,45.6087
3.594,1190.057,681.571,43.7681
3.678,1215.611,679.913,44.4058
3.762,1173.035,678.73,51.9348
3.846,1232.024,684.435,39.7174
3.933,1216.962,679.053,43.6159
4.017,1203.569,678.518,42.3043
4.101,1195.116,674.445,45.7029
4.185,1213.961,678.18,45.913
4.268,1221.977,672.664,47.0797
4.352,1183.408,672.919,41.6739
4.436,1193.578,664.184,45.0652
4.52,1217.342,666.381,41.5507
4.604,1223.47,669.49,44.6014
4.688,1187.247,670.207,43.2681
4.772,1202.032,665.572,48.6377
4.856,1208.176,661.963,42.5725
4.94,1165.884,661.197,45.8333
5.023,1187.421,661.415,41.9058
5.107,1189.114,657.616,41.3406
5.191,1189.747,656.486,36.8261
5.275,1175.859,659.263,43.6522
5.359,1127.286,654.629,40.4855
5.443,1142.39,655.175,38.3986
5.527,1162.835,652.644,42.413
5.611,1168.147,649.918,46.6087
5.695,1152.224,654.378,43.1957
5.778,1146.47,649.609,39.1957
5.862,1127.787,645.793,43.8406
5.95,1141.713,648.294,44.2101
6.034,1162.121,642.485,44.7826
6.118,1142.009,642.894,39.3116
6.202,1134.342,645.396,45.6304
6.286,1123.59,639.492,44.1884
6.37,1169.731,642.725,39.8696
6.453,1173.649,641.545,44.3116
6.537,1165.328,641.188,42.3116
6.621,1145.725,637.328,40.5362
6.705,1128.947,631.944,38.4203
