Time,ROI,Whole Cell,Background
0,806.556,616.441,77.0926
0.0867,796.432,617.13,77.5185
0.1734,823.792,619.648,74.8981
0.2601,787.195,613.57,75.1204
0.3468,810.482,613.689,80.0648
0.4335,795.669,613.397,97.463
0.5202,780.949,609.141,79.9722
0.6069,802.122,608.948,90.0185
0.6936,788.535,608.939,76.5463
0.7803,792.664,604.553,83.4815
0.867,791.554,606.947,100.0741
0.9537,775.083,602.96,89.1389
1.0404,794.377,602.791,89.1389
1.1271,792.079,603.137,80.9352
1.2138,771.41,603.515,75.6111
1.3005,779.051,598.119,87.2222
1.3872,784.663,599.541,88.2407
1.4739,759.873,596.04,88.5185
1.5606,762.688,591.997,79.1296
1.6473,778.411,599.88,72.1296
1.734,781.526,593.772,82.8056
1.8207,767.658,589.372,73.2037
1.9074,767.508,590.378,72.7685
1.9941,770.872,586.993,72.8148
2.0808,774.318,587.785,67.1944
2.2028,578.687,615.831,100.5741
2.2895,672.027,589.688,83.5833
2.3762,710.394,582.666,94.9074
2.4629,702.666,583.892,79.0741
2.5496,693.669,574.506,99.3981
2.6363,738.462,579.499,100.6574
2.723,691.991,575.351,92.5556
2.8097,723.56,572.815,98.0185
2.8964,738.646,567.301,88.713
2.9831,722.81,568.526,88.4815
3.0698,728.247,568.195,79.5741
3.1565,740.688,567.032,82.1852
3.2432,724.804,564.984,81.5185
3.3299,713.146,563.699,84.4074
3.4166,725.557,567.396,81.5
3.5033,738.713,564.073,89.287
3.59,737.85,554.334,85
3.6767,719.355,559.771,83.3981
3.7634,718.253,558.5,84.4444
3.8501,715.153,558.915,99.5185
3.9368,710.741,558.369,66.9444
4.0235,730.199,558.399,67.8241
4.1102,708.153,557.643,71.2407
4.1969,699.033,555.925,84.1111
4.2836,713.089,552.409,73.7222
4.3703,720.068,553.665,67.463
4.457,713.443,555.167,66.4167
4.5437,724.312,551.185,76.0926
4.6304,689.584,546.823,80
4.7171,707.203,543.655,84.1389
4.8038,690.697,544.704,70.6111
4.8905,694.365,545.886,80.0463
4.9772,688.899,544.316,64.6481
5.0639,679.663,542.241,69.1944
5.1506,695.544,545.66,85.3981
5.2373,715.568,544.549,68.1481
5.324,690.892,542.182,69.5
5.4107,690.33,538.789,80.8241
5.4974,713.432,537.638,77.8889
5.5841,699.861,537.99,88.3148
5.6708,674.012,538.296,74.5093
5.7575,688.063,537.918,74.2593
5.8442,697.44,538.067,73.6204
5.9309,701.417,535.848,84.5093
6.0176,684.966,532.63,81.7407
6.1043,710.384,529.548,78.287
6.191,687.939,536.477,73.1481
6.2777,693.866,530.902,59.4259
6.3644,695.206,534.423,80.9722
6.4511,688.61,533.65,74.6481
6.5378,672.971,538.655,75.0556
