Time,ROI,Whole Cell,Background
0,1187.247,670.207,43.2681
0.084,1202.032,665.572,48.6377
0.168,1208.176,661.963,42.5725
0.252,1165.884,661.197,45.8333
0.336,1187.421,661.415,41.9058
0.42,1189.114,657.616,41.3406
0.504,1189.747,656.486,36.8261
0.588,1175.859,659.263,43.6522
0.672,1127.286,654.629,40.4855
0.756,1142.39,655.175,38.3986
0.84,1162.835,652.644,42.413
0.924,1168.147,649.918,46.6087
1.008,1152.224,654.378,43.1957
1.092,1146.47,649.609,39.1957
1.176,1127.787,645.793,43.8406
1.26,1141.713,648.294,44.2101
1.344,1162.121,642.485,44.7826
1.428,1142.009,642.894,39.3116
1.512,1134.342,645.396,45.6304
1.596,1123.59,639.492,44.1884
1.68,1169.731,642.725,39.8696
1.764,1173.649,641.545,44.3116
1.848,1165.328,641.188,42.3116
1.932,1145.725,637.328,40.5362
2.016,1128.947,631.944,38.4203
2.138,857.791,660.963,59.7029
2.26,775.221,660.347,60.0217
2.382,771.784,652.792,57.1377
2.504,729.98,644.859,57.8768
2.626,711.113,642.092,59.558
2.71,901.011,614.306,49.8551
2.794,896.679,611.762,54.7464
2.878,915.042,606.159,43.058
2.962,978.69,608.825,48.7971
3.046,1000.681,610.889,51.3261
3.13,982.486,607.365,45.8478
3.214,1010.248,602.301,49.087
3.298,1017.791,602.381,46.7609
3.382,1010.649,601.109,57.0507
3.466,992.141,598.379,52.1232
3.55,1006.147,602.075,42.8261
3.634,1008.505,595.144,46.3333
3.718,1010.415,598.247,46.4058
3.802,1035.445,599.374,42.4783
3.886,1019.522,598.283,45.5
3.97,1006.648,592.879,48.6087
4.054,1016.041,597.736,42.9783
4.138,1054.9,598.595,42.7101
4.222,1002.787,593.536,45.7609
4.306,991.567,593.092,48.6594
4.39,1020.613,595.74,42.6304
4.474,1021.897,588.741,42.4493
4.558,1008.253,590.256,41.3696
4.642,998.8,593.908,41.471
4.726,1015.392,582.789,43.6739
4.81,984.458,588.88,55.0652
4.894,992.073,582.033,40.6812
4.978,997.567,586.414,47.3841
5.062,993.853,582.699,43.7681
5.146,1011.25,585.163,44.7464
5.23,1021.767,581.669,41.6739
5.314,1029.811,584.913,48.7246
5.398,971.731,577.727,45.7899
5.482,1003.72,579.321,42.0942
5.566,1001.401,578.753,46.471
5.65,968.064,577.908,40.3406
5.734,982.82,576.349,43.3696
5.818,1011.908,575.588,40.6014
5.902,965.466,573.412,48.9783
5.986,966.023,574.163,50.6087
6.07,1006.36,574.117,43.6522
6.154,979.685,571.874,40.4275
6.238,966.625,569.757,40.3406
6.322,994.496,570.872,40.942
6.406,990.687,571.394,41.0652
6.49,986.148,566.784,41.2971
6.574,963.401,558.294,43.1304
6.658,1007.313,561.587,39.413
6.742,992.864,566.063,44.8188
6.826,964.587,561.704,36.2319
