Time,ROI,Whole Cell,Background
0,967.15,719.101,104.6111
0.0867,967.35,717.967,87.4259
0.1734,972.16,717.16,83.9352
0.2601,947.84,713.169,79.8241
0.3468,938.88,705.347,88.3611
0.4335,944.09,709.634,80.8056
0.5202,947.63,704.882,94.1204
0.6069,937.86,699.993,90.7037
0.6936,915.23,698.699,72.8796
0.7803,934.31,697.246,74.1296
0.867,923.03,697.505,90.2963
0.9537,923.78,691.398,85.9444
1.0404,893.20,691.381,98.4444
1.1271,919.55,688.188,83.7222
1.2138,896.28,684.873,72.4722
1.3005,893.37,686,87.7963
1.3872,934.41,685.184,92.5741
1.4739,911.58,680.425,85.4074
1.5606,903.10,687.626,88.537
1.6473,898.43,682.481,69.3426
1.734,877.30,673.675,88.7778
1.8207,911.90,670.931,79.6111
1.9074,926.60,675.891,74.9074
1.9941,893.54,667.799,118.2407
2.0808,892.11,665.27,82.4907
2.2028,674.598,700.323,92.6296
2.2895,786.678,663.795,90.25
2.3762,790.429,657.293,100.4259
2.4629,799.294,648.098,89.2315
2.5496,823.92,648.799,74.3611
2.6363,811.645,645.749,84.463
2.723,832.174,648.169,93.4815
2.8097,800.884,645.096,89.8241
2.8964,816.584,647.236,88.6296
2.9831,834.94,646.996,75.3426
3.0698,826.008,644.32,91.8056
3.1565,814.672,639.489,80.8704
3.2432,834.255,635.963,86.4259
3.3299,809.273,637.978,84.213
3.4166,815.388,634.206,83.6574
3.5033,799.213,632.481,102.5648
3.59,838.065,635.47,85.6667
3.6767,806.119,635.786,84.2222
3.7634,829.718,632.043,90.1296
3.8501,790.188,625.998,104.213
3.9368,792.292,629.944,106.6296
4.0235,807.728,627.533,86.0093
4.1102,804.76,626.825,93.3611
4.1969,805.797,619.257,84.8981
4.2836,800.848,618.532,65.2222
4.3703,824.601,620.959,85.8241
4.457,806.556,616.441,77.0926
4.5437,796.432,617.13,77.5185
4.6304,823.792,619.648,74.8981
4.7171,787.195,613.57,75.1204
4.8038,810.482,613.689,80.0648
4.8905,795.669,613.397,97.463
4.9772,780.949,609.141,79.9722
5.0639,802.122,608.948,90.0185
5.1506,788.535,608.939,76.5463
5.2373,792.664,604.553,83.4815
5.324,791.554,606.947,100.0741
5.4107,775.083,602.96,89.1389
5.4974,794.377,602.791,89.1389
5.5841,792.079,603.137,80.9352
5.6708,771.41,603.515,75.6111
5.7575,779.051,598.119,87.2222
5.8442,784.663,599.541,88.2407
5.9309,759.873,596.04,88.5185
6.0176,762.688,591.997,79.1296
6.1043,778.411,599.88,72.1296
6.191,781.526,593.772,82.8056
6.2777,767.658,589.372,73.2037
6.3644,767.508,590.378,72.7685
6.4511,770.872,586.993,72.8148
6.5378,774.318,587.785,67.1944
