[sec],Mean
0,238.6190
1,221.4134
2,205.3788
3,193.0649
4,188.2294
5,186.8182
6,184.8398
7,186.0368
8,184.4957
9,185.6602
10,186.8961
11,188.1147
12,188.4481
13,192.0476
14,190.2381
15,192.9545
16,195.2403
17,196.7684
18,196.6948
19,199.7467
20,201.3853
21,203.0303
22,203.7836
23,203.6299
24,206.8766
25,206.4762
26,205.8636
27,207.3875
28,209.2533
29,206.5195
30,211.1147
31,209.3658
32,211.0476
33,212.5822
34,212.1147
35,214.1645
36,213.2121
37,214.0043
38,215.7489
39,215.8182
40,216.5000
41,214.0996
42,216.3485
43,215.3766
44,215.0325
45,219.7078
46,215.6753
47,218.6277
48,216.7965
49,219.2121
50,217.7684
51,217.9416
52,218.4848
53,220.5584
54,218.7100
55,219.4178
56,218.3485
57,220.7771
58,221.5238
59,218.7706
