[sec],Mean
0,285.4959
1,249.3361
2,219.7705
3,211.4426
4,206.7910
5,208.7910
6,210.6066
7,212.4795
8,212.9057
9,215.9590
10,218.4180
11,222.0943
12,224.7090
13,228.5533
14,230.4959
15,230.1270
16,238.3525
17,241.1393
18,242.1148
19,243.3525
20,247.1270
21,247.4385
22,244.6885
23,253.0779
24,252.9467
25,254.3975
26,258.2131
27,260.1311
28,261.4262
29,260.5574
30,261.3811
31,263.5246
32,265.7951
33,265.5041
34,267.9426
35,266.5984
36,269.6147
37,268.0738
38,271.6599
39,273.1680
40,274.3607
41,276.9016
42,276.1476
43,275.9836
44,273.1926
45,273.6516
46,277.9754
47,275.6599
48,278.2336
49,274.4016
50,274.4631
51,276.7254
52,273.6557
53,277.7951
54,273.0861
55,275.3607
56,273.8811
57,277.7377
58,278.4836
59,276.1476
