Time,ROI,Whole Cell,Background
0,863.655,527.913,38.8478
0.084,895.452,529.306,50.4928
0.168,901.377,524.622,42.4058
0.252,909.814,528.662,41.5
0.336,884.095,527.421,43.5362
0.42,901.393,524.676,44.4203
0.504,896.292,528.576,41.6884
0.588,875.841,527.685,40.413
0.672,911.315,524.956,39.5217
0.756,900.534,524.819,47.087
0.84,911.69,524.046,38.7029
0.924,846.9,525.663,42.587
1.008,870.983,518.743,40.6667
1.092,873.073,518.76,47.8406
1.176,893.41,519.779,43.5942
1.26,893.411,520.598,41.5145
1.344,887.315,520.89,39.6014
1.428,904.483,518.155,43.0072
1.512,905.044,521.578,46.5652
1.596,890.666,518.317,40.6449
1.68,889.911,518.237,45.6594
1.764,869.113,515.198,44.9565
1.848,883.269,514.606,39.0507
1.932,875.478,516.788,39.7464
2.016,845.834,515.489,45.7826
2.138,713.088,539.615,52.7464
2.26,649.057,541.242,54.6449
2.382,611.28,535.973,57.8551
2.504,593.744,530.916,57.2029
2.626,574.002,527.151,54
2.71,743.045,506.328,47.971
2.794,739.129,500.277,51.442
2.878,765.561,499.792,46.4855
2.962,773.172,504.56,42.8333
3.046,803.537,500.498,45.9565
3.13,777.251,498.008,50.4348
3.214,759.601,491.77,44.5942
3.298,810.59,498.159,43.6812
3.382,797.405,494.995,44.7536
3.466,802.528,494.256,47.4565
3.55,821.918,491.238,49.4275
3.634,786.575,489.4,41.9638
3.718,829.186,491.405,47.3551
3.802,820.095,493.555,42.6232
3.886,827.909,494.644,45.3116
3.97,819.047,493.639,46.8261
4.054,788.764,490.86,42.1304
4.138,839.062,494.716,47.1667
4.222,795.186,492.231,43.3623
4.306,781.546,492.005,44.587
4.39,798.726,493.29,44.2319
4.474,798.02,488.729,41.7101
4.558,796.868,494.466,44.7391
4.642,807.911,494.35,48.3188
4.726,836.859,486.286,49.5435
4.81,829.549,485.709,41.4493
4.894,789.233,488.313,41.4203
4.978,764.295,490.702,47.4493
5.062,817.944,488.037,45.6449
5.146,823.369,487.686,44.6594
5.23,823.514,486.577,43.4855
5.314,817.035,485.79,46.2971
5.398,826.413,486.136,41.0942
5.482,828.743,479.826,40.8696
5.566,820,483.819,44.7246
5.65,835.974,487.633,40.6232
5.734,804.828,488.028,46.1957
5.818,837.706,486.73,45.3043
5.902,830.803,485.873,37.1232
5.986,816.39,485.586,40.558
6.07,791.778,480.356,38
6.154,819.595,480.528,45.8696
6.238,804.908,484.079,35.8551
6.322,805.286,477.936,43.8623
6.406,816.185,482.754,40.7536
6.49,808.011,480.1,44.6087
6.574,808.572,479.613,37.0362
6.658,817.321,480.074,42.6522
6.742,796.569,478.258,46.5507
6.826,826.579,478.048,40.4855
