Time,ROI,Whole Cell,Background
0,646.464,507.694,63.3333
0.0867,655.794,508.953,92.5648
0.1734,652.077,504.41,81.5185
0.2601,639.948,502.585,93.9815
0.3468,641.247,505.584,74.287
0.4335,644.775,501.391,77.6296
0.5202,636.665,498.699,64.8519
0.6069,652.555,501.834,83.7222
0.6936,644.919,504.363,73.6574
0.7803,616.551,495.068,87.7963
0.867,623.318,497.86,66
0.9537,636.837,500.873,71.9352
1.0404,643.447,500.076,74.5185
1.1271,639.177,497.309,80.5185
1.2138,621.081,499.348,79.8611
1.3005,640.302,492.51,71.8889
1.3872,647.229,494.832,73.7037
1.4739,632.058,494.939,67.7685
1.5606,638.645,490.408,74.3056
1.6473,639.013,493.562,84.9537
1.734,616.042,491.421,77.7593
1.8207,620.706,487.305,78.0926
1.9074,628.688,493.726,77.75
1.9941,633.317,491.881,70.8796
2.0808,624.672,489.284,83.4537
2.2028,499.92,516.334,88.7037
2.2895,586.497,493.9,77.713
2.3762,583.539,486.183,72.6389
2.4629,584.85,487.269,70.4815
2.5496,593.048,484.96,88.6296
2.6363,578.388,484.588,77.0185
2.723,594.793,486.364,87.287
2.8097,598.062,484.185,90.0093
2.8964,621.701,483.27,79.2593
2.9831,595.789,479.022,62.5556
3.0698,609.682,482.612,76.9167
3.1565,599.141,480.491,74.213
3.2432,602.01,475.543,76.9352
3.3299,598.061,476.51,92.9074
3.4166,623.644,480.658,69.1944
3.5033,621.311,479.514,79.25
3.59,591.859,475.747,85.0463
3.6767,601.258,468.944,87.8426
3.7634,587.774,475.697,62.037
3.8501,601.713,478.671,66.0648
3.9368,584.415,472.141,74.8889
4.0235,599.086,475,91.0648
4.1102,615.59,478.976,71.9815
4.1969,600.035,471.903,69.3519
4.2836,596.419,466.931,78.8519
4.3703,588.828,467.566,72.1296
4.457,596.924,471.63,68.6204
4.5437,579.875,471.153,72.7222
4.6304,585.864,470.008,67.5185
4.7171,593.982,471.161,77.1667
4.8038,589.777,467.055,71.4074
4.8905,581.273,466.659,80.0926
4.9772,586.765,468.521,62.9259
5.0639,599.765,468.91,63.537
5.1506,593.367,464.132,80.1389
5.2373,597.264,465.958,77.3519
5.324,593.366,465.877,81.3333
5.4107,581.037,465.98,75.2593
5.4974,582.363,463.096,63.8056
5.5841,614.885,462.827,70.3704
5.6708,576.384,460.578,71.4815
5.7575,571.842,461.106,77.9537
5.8442,574.318,464.029,69.3426
5.9309,579.043,455.893,68.4259
6.0176,578.634,461.57,64.0926
6.1043,596.712,462.181,63.8333
6.191,590.464,459.37,68.6204
6.2777,590.806,452.657,63.6944
6.3644,585.308,456.061,79.5741
6.4511,584.973,453.111,80.2222
6.5378,576.637,456.011,74.1111
