Time,ROI,Whole Cell,Background
0,1228.626,700.716,57.4303
0.083,1161.136,700.242,64.6424
0.166,1163.973,698.889,55.9151
0.249,1183.21,694.113,65.097
0.332,1191.762,698.619,66.3697
0.415,1217.977,696.336,58.1939
0.498,1198.545,692.214,56.5818
0.581,1199.415,695.013,59.6545
0.664,1188.455,697.282,62.8788
0.747,1208.53,690.957,67.9636
0.83,1230.598,691.03,59.4121
0.913,1208.852,692.097,67
0.996,1186.784,687.978,67.9758
1.079,1192.759,688.524,64.2182
1.162,1184.413,681.17,50.1576
1.245,1190.741,680.77,62.4909
1.328,1200.649,683.016,63.4242
1.411,1160.62,684.247,58.9333
1.494,1179.809,678.793,61.6545
1.577,1193.133,680.538,68.6727
1.66,1164.97,680.249,64.2788
1.743,1173.908,676.271,58.4848
1.826,1188.676,678.415,53.5879
1.909,1146.191,680.531,48.1273
1.992,1161.48,671.447,63.2424
2.114,894.076,706.094,96.4242
2.236,823.773,703.378,81.703
2.319,1005.578,671,72.8909
2.402,1041.001,666.99,62.9818
2.485,1016.433,662.903,65.3697
2.568,1030.699,664.982,69.9939
2.651,1047.908,659.808,72.4485
2.734,1077.602,661.245,64.3455
2.817,1072.709,655.695,73.4121
2.9,1084.982,656.904,58.6545
2.983,1086.301,655.353,64.0303
3.066,1069.464,651.455,64.0242
3.149,1097.707,652.254,66.1394
3.232,1057.088,649.768,61.5576
3.315,1071.369,653.473,57.8182
3.398,1080.303,647.386,73.8848
3.481,1087.932,651.9,60.5212
3.564,1093.18,645.11,66.3455
3.647,1074.475,642.154,52.3333
3.73,1105.359,641.783,62.9151
3.813,1064.178,641.363,54.8121
3.896,1101.135,641.776,64.9394
3.979,1086.398,640.622,62.6424
4.062,1072.88,643.216,60.6303
4.145,1076.815,637.943,62.3697
4.228,1071.767,639.517,66.2727
4.311,1086.84,637.299,64.1152
4.394,1074.678,637.763,58.7152
4.477,1080.393,632.88,65.4606
4.56,1089.702,635.544,57.1273
4.643,1085.717,632.084,62.6182
4.726,1070.52,630.447,61.1333
4.809,1089.846,635.274,62.1273
4.892,1058.572,628.87,60.7333
4.975,1043.894,628.335,59.2303
5.058,1075.059,631.415,68.7818
5.141,1052.407,630.759,56.5758
5.224,1086.43,630.985,63.6667
5.307,1058.623,624.383,66.6182
5.39,1037.516,629.629,52.0485
5.473,1043.669,626.944,71.3455
5.556,1076.116,627.507,63.2424
5.639,1036.968,620.793,60.4242
5.722,1018.236,620.515,64.6788
5.805,1025.499,619.166,59.8121
5.888,1053.604,621.578,73.6545
5.971,1037.101,617.039,62.0788
6.054,1030.799,619.678,67.0667
6.137,1029.911,619.331,63.0727
6.22,1039.582,619.414,67.7758
6.303,1045.324,617.88,54.097
6.386,986.405,615.58,68.4121
