Time,ROI,Whole Cell,Background
0,1074.678,637.763,58.7152
0.083,1080.393,632.88,65.4606
0.166,1089.702,635.544,57.1273
0.249,1085.717,632.084,62.6182
0.332,1070.52,630.447,61.1333
0.415,1089.846,635.274,62.1273
0.498,1058.572,628.87,60.7333
0.581,1043.894,628.335,59.2303
0.664,1075.059,631.415,68.7818
0.747,1052.407,630.759,56.5758
0.83,1086.43,630.985,63.6667
0.913,1058.623,624.383,66.6182
0.996,1037.516,629.629,52.0485
1.079,1043.669,626.944,71.3455
1.162,1076.116,627.507,63.2424
1.245,1036.968,620.793,60.4242
1.328,1018.236,620.515,64.6788
1.411,1025.499,619.166,59.8121
1.494,1053.604,621.578,73.6545
1.577,1037.101,617.039,62.0788
1.66,1030.799,619.678,67.0667
1.743,1029.911,619.331,63.0727
1.826,1039.582,619.414,67.7758
1.909,1045.324,617.88,54.097
1.992,986.405,615.58,68.4121
2.114,797.723,652.806,83.2
2.236,758.466,646.671,85.4
2.319,916.387,616.42,72.8242
2.402,916.133,612.677,63.0303
2.485,961.18,609.867,60.0182
2.568,969.215,611.409,76.8182
2.651,970.882,609.387,70.103
2.734,953.005,602.453,75.3333
2.817,995.059,604.798,57.8364
2.9,955.301,598.652,64.2242
2.983,990.938,595.56,63
3.066,964.632,608.456,64.9636
3.149,995.408,606.612,58.8121
3.232,997.893,603.408,59.1879
3.315,1003.242,599.321,63.903
3.398,968.495,598.26,64.2909
3.481,979.887,599.061,56.9879
3.564,973.088,599.099,54.0424
3.647,992.228,600.366,74.4242
3.73,986.897,594.916,64.903
3.813,1015.573,594.392,58.0424
3.896,970.968,593.803,56.303
3.979,1017.617,592.98,65.1152
4.062,982.144,594.877,57.3939
4.145,941,589.622,62.9273
4.228,1011.652,592.24,61.2061
4.311,965.297,591.073,62.1333
4.394,961.26,590.266,60.6
4.477,987.082,588.908,59.3818
4.56,1007.638,585.294,55.8485
4.643,955.611,584.143,61.4606
4.726,956.628,589.46,58.7515
4.809,950.112,584.027,59.0242
4.892,986.88,585.03,56.897
4.975,968.088,583.499,64.9273
5.058,962.039,587.951,60.1333
5.141,974.917,583.173,58.8909
5.224,964.814,580.335,55.2303
5.307,974.259,584.115,61.3091
5.39,976.867,584.78,61.1212
5.473,947.174,579.452,54.3636
5.556,978.755,577.948,45.6303
5.639,939.528,576.624,61.3636
5.722,956.393,578.647,49.9455
5.805,970.071,577.815,58.2424
5.888,960.723,576.548,51.5333
5.971,946.234,572.74,58.5212
6.054,933.365,573.454,56.3636
6.137,953.018,575.469,60.5939
6.22,923.484,575.326,61.5394
6.303,926.587,569.341,49.9394
6.386,955.319,572.39,62.7455
