Time,ROI,Whole Cell,Background
0,1432.176,797.543,65.8545
0.083,1425.992,793.87,56.8121
0.166,1424.961,787.725,61.4303
0.249,1398.159,788.686,65.6485
0.332,1403.26,785.058,63.4848
0.415,1410.477,785.413,58.0849
0.498,1399.685,785.69,63.9576
0.581,1425.186,787.013,57.9879
0.664,1371.121,777.714,65.3576
0.747,1384.554,777.166,58.7333
0.83,1406.723,779.825,61.5333
0.913,1374.971,774.701,55.1091
0.996,1384.564,770.951,61.6545
1.079,1362.068,767.969,64.6242
1.162,1377.339,766.49,64.4485
1.245,1343.236,765.757,63.9273
1.328,1358.154,768.171,62.2061
1.411,1348.148,766.189,69.3939
1.494,1353.759,765.398,65.9091
1.577,1337.834,755.936,56.7818
1.66,1367.156,760.584,67.5939
1.743,1345.561,752.262,59.5576
1.826,1355.141,756.973,63.503
1.909,1367.625,759.752,60.097
1.992,1304.278,755.212,59.2545
2.114,1015.182,789.234,86.5818
2.236,925.551,777.653,84.897
2.319,1158.251,748.619,74.3697
2.402,1159.346,740.756,61.7152
2.485,1185.289,733.152,74.4061
2.568,1207.41,729.836,70.703
2.651,1215.445,732.62,68.8242
2.734,1213.661,728.972,64.3939
2.817,1196.634,727.705,63.5394
2.9,1195.964,722.817,63.2485
2.983,1218.295,724.495,55.1333
3.066,1219.059,721.034,69.8061
3.149,1205.434,724.426,59.2303
3.232,1251.204,722.539,63.303
3.315,1224.905,716.073,67.8242
3.398,1192.939,714.451,84.7515
3.481,1190.558,717.416,78
3.564,1233.638,716.746,63.0606
3.647,1220.26,716.874,63.5515
3.73,1211.787,708.608,60.9818
3.813,1252.84,710.187,67.497
3.896,1239.93,710.888,65.1758
3.979,1265.722,706.256,58.9636
4.062,1172.896,704.722,55.3818
4.145,1222.292,708.669,61.0121
4.228,1222.188,710.65,64.0485
4.311,1246.129,706.177,69.2364
4.394,1228.626,700.716,57.4303
4.477,1161.136,700.242,64.6424
4.56,1163.973,698.889,55.9151
4.643,1183.21,694.113,65.097
4.726,1191.762,698.619,66.3697
4.809,1217.977,696.336,58.1939
4.892,1198.545,692.214,56.5818
4.975,1199.415,695.013,59.6545
5.058,1188.455,697.282,62.8788
5.141,1208.53,690.957,67.9636
5.224,1230.598,691.03,59.4121
5.307,1208.852,692.097,67
5.39,1186.784,687.978,67.9758
5.473,1192.759,688.524,64.2182
5.556,1184.413,681.17,50.1576
5.639,1190.741,680.77,62.4909
5.722,1200.649,683.016,63.4242
5.805,1160.62,684.247,58.9333
5.888,1179.809,678.793,61.6545
5.971,1193.133,680.538,68.6727
6.054,1164.97,680.249,64.2788
6.137,1173.908,676.271,58.4848
6.22,1188.676,678.415,53.5879
6.303,1146.191,680.531,48.1273
6.386,1161.48,671.447,63.2424
